19.04.2015                                                                                                                                               Dynamic List Display                                                                                                                                                      1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  ISOURCE                      |OBJVERS|APPLNM                      |COMSTRU                      |OWNER       |TSTPNM     |           TIMESTMP|CONTREL|       CONTTIMESTMP|BCTCOMP|ISSRCTYPE|INVISIBLE|TXTSH               |TXTMD                                   |TXTLG                                                       |
|  8ZO00179                     |A      |DM                          |8ZO00179                     |DDIC        |DDIC       |20,110,723,233,512 |       |                 0 |       |O        |X        |Equipment and Revenu|Equipment and Revenu                    |Equipment and Revenue Tracking Transactional ODS            |
|  8ZO00182                     |A      |DM                          |8ZO00182                     |DDIC        |DDIC       |20,110,917,223,405 |       |                 0 |       |O        |X        |GCG Commission Equip|GCG Commission Equip                    |GCG Commission Equipment and Direct Consumables             |
|  8ZO00183                     |A      |DM                          |8ZO00183                     |DDIC        |DDIC       |20,110,917,230,058 |       |                 0 |       |O        |X        |GCG Commissions P15 |GCG Commissions P15                     |GCG Commissions P15 EPS Sales ODS                           |
|  8ZO00184                     |A      |DM                          |8ZO00184                     |DDIC        |DDIC       |20,110,917,230,126 |       |                 0 |       |O        |X        |GCG Commissions Non |GCG Commissions Non                     |GCG Commissions Non P20 Sales ODS                           |
|  8ZO00185                     |A      |DM                          |8ZO00185                     |DDIC        |DDIC       |20,111,001,225,628 |       |                 0 |       |O        |X        |GCG Commissions HR M|GCG Commissions HR M                    |GCG Commissions HR Master Data(P2H) ODS                     |
|  8ZO00187                     |A      |DM                          |8ZO00187                     |DDIC        |DDIC       |20,111,126,224,232 |       |                 0 |       |O        |X        |Material cost extrac|Material cost extrac                    |Material cost extract to EKBI DSO                           |
|  8ZO00188                     |A      |DM                          |8ZO00188                     |DDIC        |DDIC       |20,111,016,014,529 |       |                 0 |       |O        |X        |PCA Reference table |PCA Reference table                     |PCA Reference table for Service                             |
|  8ZO00189                     |A      |DM                          |8ZO00189                     |DDIC        |DDIC       |20,111,008,233,533 |       |                 0 |       |O        |X        |PO Account Assignmen|PO Account Assignmen                    |PO Account Assignment DSO                                   |
|  8ZO00190                     |A      |DM                          |8ZO00190                     |DDIC        |DDIC       |20,111,016,020,627 |       |                 0 |       |O        |X        |CRM Service L2 Servi|CRM Service L2 Servi                    |CRM Service L2 Service Orders                               |
|  8ZO00191                     |A      |DM                          |8ZO00191                     |DDIC        |DDIC       |20,111,016,020,426 |       |                 0 |       |O        |X        |CRM Service L2 Confi|CRM Service L2 Confi                    |CRM Service L2 Confirmations                                |
|  8ZO00192                     |A      |DM                          |8ZO00192                     |DDIC        |DDIC       |20,111,112,222,705 |       |                 0 |       |O        |X        |Service hierarchy fo|Service hierarchy fo                    |Service hierarchy for B2B                                   |
|  8ZO00193                     |A      |DM                          |8ZO00193                     |DDIC        |DDIC       |20,111,105,232,223 |       |                 0 |       |O        |X        |Variable opportunity|Variable opportunity                    |Variable opportunity Report ODS                             |
|  8ZO00194                     |A      |DM                          |8ZO00194                     |DDIC        |DDIC       |20,120,128,225,645 |       |                 0 |       |O        |X        |Comparison Staging D|Comparison Staging D                    |Comparison Staging DSO: Sales Analysis Sourced with SEM Rev |
|  8ZO00195                     |A      |DM                          |8ZO00195                     |DDIC        |DDIC       |20,111,210,223,450 |       |                 0 |       |O        |X        |Table Z0916 - PPL to|Table Z0916 - PPL to                    |Table Z0916 - PPL to Sales Tier Assignment                  |
|  8ZO00196                     |A      |DM                          |8ZO00196                     |DDIC        |DDIC       |20,111,210,223,545 |       |                 0 |       |O        |X        |Table Z0917 - Materi|Table Z0917 - Materi                    |Table Z0917 - Material to Sales Tier Assignment Exceptions  |
|  8ZO00197                     |A      |DM                          |8ZO00197                     |DDIC        |DDIC       |20,120,211,224,220 |       |                 0 |       |O        |X        |GCG Commissions Cont|GCG Commissions Cont                    |GCG Commissions Contract Subscriptions ODS                  |
|  8ZO00198                     |A      |DM                          |8ZO00198                     |DDIC        |DDIC       |20,120,908,221,934 |       |                 0 |       |O        |X        |B/S Statutory Daily |B/S Statutory Daily                     |B/S Statutory Daily Line Item ODS                           |
|  8ZO00199                     |A      |DM                          |8ZO00199                     |DDIC        |DDIC       |20,120,929,235,958 |       |                 0 |       |O        |X        |AR Age Analysis Hist|AR Age Analysis Hist                    |AR Age Analysis History (history by customer)               |
|  8ZO00200                     |A      |DM                          |8ZO00200                     |DDIC        |DDIC       |20,120,930,000,028 |       |                 0 |       |O        |X        |AR Aging Past Due (c|AR Aging Past Due (c                    |AR Aging Past Due (current month by BU)                     |
|  8ZO00201                     |A      |DM                          |8ZO00201                     |DDIC        |DDIC       |20,130,105,224,216 |       |                 0 |       |O        |X        |Old to New Profit Ce|Old to New Profit Ce                    |Old to New Profit Center Xref                               |
|  8ZO00202                     |A      |DM                          |8ZO00202                     |DDIC        |DDIC       |20,121,215,225,031 |       |                 0 |       |O        |X        |Slow Moving Inventor|Slow Moving Inventor                    |Slow Moving Inventory ODS Table                             |
|  8ZO00203                     |A      |DM                          |8ZO00203                     |DDIC        |DDIC       |20,121,208,221,517 |       |                 0 |       |O        |X        |B/S Recast Adjustmen|B/S Recast Adjustmen                    |B/S Recast Adjustment ODS                                   |
|  8ZO00204                     |A      |DM                          |8ZO00204                     |DDIC        |DDIC       |20,130,209,223,432 |       |                 0 |       |O        |X        |GCG Commission Equip|GCG Commission Equip                    |GCG Commission Equipment and Direct ConsumablesV2           |
|  8ZO00205                     |A      |DM                          |8ZO00205                     |10175216    |10175216   |20,130,221,082,211 |       |                 0 |       |O        |X        |Non Kodak PCA : Actu|Non Kodak PCA : Actu                    |Non Kodak PCA : Actual Line Item Data                       |
|  8ZO00206                     |A      |DM                          |8ZO00206                     |DDIC        |DDIC       |20,130,511,223,214 |       |                 0 |       |O        |X        |NON KODAK P&L Statut|NON KODAK P&L Statut                    |NON KODAK P&L Statutory Document Line Item Detail Reporting |
|  8ZO00207                     |A      |DM                          |8ZO00207                     |DDIC        |DDIC       |20,130,420,222,859 |       |                 0 |       |O        |X        |Material Master Sale|Material Master Sale                    |Material Master Sales counts ODS Table                      |
|  8ZO00208                     |A      |DM                          |8ZO00208                     |DDIC        |DDIC       |20,130,420,222,931 |       |                 0 |       |O        |X        |Material Master Plan|Material Master Plan                    |Material Master Plant counts ODS Table                      |
|  8ZO00209                     |A      |DM                          |8ZO00209                     |DDIC        |DDIC       |20,130,526,000,412 |       |                 0 |       |O        |X        |Landed Cost Factors |Landed Cost Factors                     |Landed Cost Factors for GPE                                 |
|  8ZO00210                     |A      |DM                          |8ZO00210                     |DDIC        |DDIC       |20,130,526,000,455 |       |                 0 |       |O        |X        |GPE Combined Cost Fa|GPE Combined Cost Fa                    |GPE Combined Cost Factors                                   |
|  8ZO00217                     |A      |DM                          |8ZO00217                     |DDIC        |DDIC       |20,140,208,235,047 |       |                 0 |       |O        |X        |SEM Customer Profita|SEM Customer Profita                    |SEM Customer Profitability Extract Staging DSO              |
|  8ZO00218                     |A      |DM                          |8ZO00218                     |DDIC        |DDIC       |20,140,426,232,751 |       |                 0 |       |O        |X        |CRM Billing Informat|CRM Billing Informat                    |CRM Billing Information                                     |
|  8ZO00219                     |A      |DM                          |8ZO00219                     |DDIC        |DDIC       |20,140,830,233,047 |       |                 0 |       |O        |X        |Projected Inventory |Projected Inventory                     |Projected Inventory Snapshot ODS                            |
|  IDW                          |A      |ZX_LEGACY_HISTORY_TRANS     |IDW                          |V917333     |V917333    |19,990,921,185,535 |       |                 0 |       |         |         |IDW Sales History   |IDW Sales History                       |IDW Sales History                                           |
|  KS00010                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00010                      |L221927     |L221927    |20,000,912,101,127 |       |                 0 |       |         |         |EC-PCA and CPP-COA F|EC-PCA and CPP-COA Financial Accounting |EC-PCA and CPP-COA Financial Accounting Detail              |
|  KS00011                      |A      |ZFIN_ACCTG_TRANS_DATA       |KS00011                      |L589462     |50221927   |20,091,020,113,644 |       |                 0 |       |         |         |A/R Aging by Past Du|A/R Aging by Past Due                   |A/R Aging by Past Due                                       |
|  KS00012                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00012                      |L221927     |L579038    |20,000,921,124,457 |       |                 0 |       |         |         |Hyperion WW BU Profi|Hyperion WW BU Profitability            |Hyperion WW BU Profitability                                |
|  KS00013                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00013                      |L650637     |V934613    |20,000,913,195,402 |       |                 0 |       |         |         |ICPI Intercompany Pr|ICPI Intercompany Profit in Inventory   |ICPI Intercompany Profit in Inventory                       |
|  KS00014                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00014                      |L620705     |V934613    |20,000,925,161,549 |       |                 0 |       |         |         |Adjustments Financia|Adjustments Financial Accounting Detail |Adjustments Financial Accounting Detail                     |
|  KS00015                      |A      |ZX_LEGACY_HISTORY_TRANS     |KS00015                      |L249505     |L249505    |19,991,115,181,240 |       |                 0 |       |         |         |Sales History Common|Sales History Common Infosource         |Sales History Common Infosource                             |
|  KS00016                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00016                      |V934613     |10149779   |20,100,401,174,412 |       |                 0 |       |         |         |ICPI/VAS Intercompan|ICPI/VAS Intercompany Profit in Inventor|ICPI/VAS Intercompany Profit in Inventory & Variance Amortn |
|  KS00017                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00017                      |V934613     |V934613    |20,000,616,201,545 |       |                 0 |       |         |         |IMM Unit Manufacturi|IMM Unit Manufacturing Cost Feeds       |IMM Unit Manufacturing Cost Feeds                           |
|  KS00018                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00018                      |L249505     |L221927    |20,010,116,133,514 |       |                 0 |       |         |         |ICPI for COGM       |ICPI for COGM                           |ICPI for COGM                                               |
|  KS00028                      |A      |ZINV_MNGT_TRANS             |KS00028                      |L621324     |10072636   |20,080,721,164,355 |       |                 0 |       |         |         |KS00028 Flat file in|KS00028 Flat file infosource for Invento|KS00028 Flat file infosource for Inventory Initialization   |
|  KS00029                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00029                      |11004362    |11004362   |20,021,217,063,712 |       |                 0 |       |         |         |Process Cost Feed In|Process Cost Feed InfoSource            |Process Cost Feed InfoSource                                |
|  KS00030                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00030                      |11004362    |11004362   |20,021,217,073,335 |       |                 0 |       |         |         |Resource Cost Feed I|Resource Cost Feed InfoSource           |Resource Cost Feed InfoSource                               |
|  KS00031                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00031                      |K2936       |EO961334   |20,050,811,154,237 |       |                 0 |       |         |         |UMC Multilevel Feed |UMC Multilevel Feed InfoSource          |UMC Multilevel Feed InfoSource                              |
|  KS00032                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00032                      |K2936       |L621324    |20,030,213,145,213 |       |                 0 |       |         |         |Mfg. Performance Fee|Mfg. Performance Feed InfoSource        |Mfg. Performance Feed InfoSource                            |
|  KS00033                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00033                      |11004362    |L621324    |20,030,212,202,944 |       |                 0 |       |         |         |IVS Detail  Feed Inf|IVS Detail  Feed InfoSource             |IVS Detail  Feed InfoSource                                 |
|  KS00034                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00034                      |K2936       |50487615   |20,051,110,180,730 |       |                 0 |       |         |         |BOC Feed InfoSource |BOC Feed InfoSource                     |BOC Feed InfoSource                                         |
|  KS00035                      |A      |ZMARKETING_SALES_INVOICE    |KS00035                      |50323707    |50323707   |20,030,326,162,056 |       |                 0 |       |         |         |Indirect Sales InfoS|Indirect Sales InfoSource               |Indirect Sales InfoSource                                   |
|  KS00037                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00037                      |L650637     |L650637    |20,030,812,181,456 |       |                 0 |       |         |         |Period Cost InfoSour|Period Cost InfoSource                  |Period Cost InfoSource                                      |
|  KS00038                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00038                      |K2936       |50487615   |20,050,823,133,647 |       |                 0 |       |         |         |Photocost-Duty Feed |Photocost-Duty Feed InfoSource          |Photocost-Duty Feed InfoSource                              |
|  KS00039                      |A      |ZFIN_COSTMGMT_TRANS_DATA    |KS00039                      |K2936       |K2936      |20,031,017,091,635 |       |                 0 |       |         |         |Trad Variance Redist|Trad Variance Redistribution InfoSource |Trad Variance Redistribution InfoSource                     |
|  KS00064                      |A      |ZAPOGATP                    |KS00064                      |L579038     |10131153   |20,090,615,175,224 |       |                 0 |       |         |         |LC BKUP from GATP/DP|LC BKUP from GATP/DP ZPAATP             |LC BKUP from GATP/DP ZPAATP                                 |
|  KS00065                      |A      |ZMARKETING_SALES_INVOICE    |KS00065                      |50318309    |50318309   |20,060,731,170,754 |       |                 0 |       |         |         |Load EAMER Sales His|Load EAMER Sales History extracted from |Load EAMER Sales History extracted from ZC00014             |
|  KS00066                      |A      |ZMARKETING_SALES_INVOICE    |KS00066                      |50318309    |50318309   |20,060,804,200,801 |       |                 0 |       |         |         |Load EAMER Sales Ana|Load EAMER Sales Analysis ODS L1        |Load EAMER Sales Analysis ODS L1                            |
|  KS00067                      |A      |ZMARKETING_SALES_INVOICE    |KS00067                      |50318309    |50318309   |20,060,807,173,834 |       |                 0 |       |         |         |Load EAMER Sales Ana|Load EAMER Sales Analysis ODS L2        |Load EAMER Sales Analysis ODS L2                            |
|  KS00068                      |A      |ZMARKETING_SALES_INVOICE    |KS00068                      |50318309    |50318309   |20,060,731,205,413 |       |                 0 |       |         |         |Load US&C Sales Hist|Load US&C Sales History extracted from Z|Load US&C Sales History extracted from ZC00016              |
|  KS00069                      |A      |ZMARKETING_SALES_INVOICE    |KS00069                      |50318309    |50318309   |20,060,809,154,637 |       |                 0 |       |         |         |Load US&C Sales Anal|Load US&C Sales Analysis ODS L1         |Load US&C Sales Analysis ODS L1                             |
|  KS00070                      |A      |ZMARKETING_SALES_INVOICE    |KS00070                      |50318309    |50318309   |20,060,809,173,830 |       |                 0 |       |         |         |Load US&C Sales Anal|Load US&C Sales Analysis ODS L2         |Load US&C Sales Analysis ODS L2                             |
|  KS00071                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00071                      |50318309    |50318309   |20,060,721,174,244 |       |                 0 |       |         |         |WW BU Profitability |WW BU Profitability Reporting Load      |WW BU Profitability Reporting Load                          |
|  KS00072                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00072                      |50318309    |50318309   |20,060,721,203,735 |       |                 0 |       |         |         |Margin Reporting Inf|Margin Reporting InfoCube Load          |Margin Reporting InfoCube Load                              |
|  KS00073                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00073                      |50318309    |50221927   |20,091,021,104,328 |       |                 0 |       |         |         |A/R Aging Past Due I|A/R Aging Past Due InfoCube Load        |A/R Aging Past Due InfoCube Load                            |
|  KS00074                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00074                      |50318309    |50318309   |20,060,725,185,226 |       |                 0 |       |         |         |Profitability Report|Profitability Reporting InfoCube Load   |Profitability Reporting InfoCube Load                       |
|  KS00075                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00075                      |50318309    |50318309   |20,060,725,211,718 |       |                 0 |       |         |         |Sales Growth and VPE|Sales Growth and VPE InfoCube Load      |Sales Growth and VPE InfoCube Load                          |
|  KS00076                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00076                      |50318309    |50318309   |20,060,727,192,701 |       |                 0 |       |         |         |Reportable Account I|Reportable Account InfoCube Load        |Reportable Account InfoCube Load                            |
|  KS00077                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00077                      |50318309    |50318309   |20,060,728,134,412 |       |                 0 |       |         |         |Reportable Account I|Reportable Account InfoCube Load        |Reportable Account InfoCube Load                            |
|  KS00078                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00078                      |50318309    |10075464   |20,111,124,124,024 |       |                 0 |       |         |         |Free Product InfoCub|Free Product InfoCube Load              |Free Product InfoCube Load                                  |
|  KS00079                      |A      |ZINV_MNGT_TRANS             |KS00079                      |10131153    |10131153   |20,100,630,145,134 |       |                 0 |       |         |         |Current Inventory Va|Current Inventory Values Opening Balance|Current Inventory Values Opening Balance                    |
|  KS00080                      |A      |ZINV_MNGT_TRANS             |KS00080                      |10131153    |10131153   |20,100,628,163,037 |       |                 0 |       |         |         |Customer Consignment|Customer Consignment Opening Balance Loa|Customer Consignment Opening Balance Loa                    |
|  KS00081                      |A      |ZINV_MNGT_TRANS             |KS00081                      |10131153    |10131153   |20,100,628,172,556 |       |                 0 |       |         |         |Vendor Consignment O|Vendor Consignment Opening Balance Load |Vendor Consignment Opening Balance Load                     |
|  KS00085                      |A      |ZINV_MNGT_TRANS             |KS00085                      |L608799     |10075405   |20,090,126,142,935 |       |                 0 |       |         |         |Current Inventory Va|Current Inventory Values ODS Load from f|Current Inventory Values ODS Load from flat file            |
|  KS00086                      |A      |ZINV_MNGT_TRANS             |KS00086                      |L608799     |00185381   |20,120,815,092,220 |       |                 0 |       |         |         |Customer Inventory O|Customer Inventory ODS Load from flat fi|Customer Inventory ODS Load from flat file                  |
|  KS00087                      |A      |ZINV_MNGT_TRANS             |KS00087                      |L608799     |L608799    |20,060,922,200,425 |       |                 0 |       |         |         |Vendor Inventory ODS|Vendor Inventory ODS Load from flat file|Vendor Inventory ODS Load from flat file                    |
|  KS00089                      |A      |FI-AP                       |KS00089                      |L589462     |L589462    |20,060,928,000,610 |       |                 0 |       |         |         |A/P Line Item ODS  D|A/P Line Item ODS  Data Load            |A/P Line Item ODS  Data Load                                |
|  KS00090                      |A      |ZMARKETING_SALES_INVOICE    |KS00090                      |50318309    |50318309   |20,060,801,162,907 |       |                 0 |       |         |         |Load GAR Sales Histo|Load GAR Sales History extracted from ZC|Load GAR Sales History extracted from ZC00018               |
|  KS00091                      |A      |ZMARKETING_SALES_INVOICE    |KS00091                      |50318309    |50318309   |20,060,808,134,650 |       |                 0 |       |         |         |Load GAR Sales Analy|Load GAR Sales Analysis ODS L1          |Load GAR Sales Analysis ODS L1                              |
|  KS00092                      |A      |ZMARKETING_SALES_INVOICE    |KS00092                      |50318309    |50318309   |20,060,809,122,910 |       |                 0 |       |         |         |Load GAR Sales Analy|Load GAR Sales Analysis ODS L2          |Load GAR Sales Analysis ODS L2                              |
|  KS00093                      |A      |ZMARKETING_SALES_INVOICE    |KS00093                      |50318309    |50318309   |20,060,802,194,741 |       |                 0 |       |         |         |Load LAR Sales Histo|Load LAR Sales History extracted from ZC|Load LAR Sales History extracted from ZC00038               |
|  KS00094                      |A      |ZMARKETING_SALES_INVOICE    |KS00094                      |50318309    |50318309   |20,060,810,180,925 |       |                 0 |       |         |         |Load LAR Sales Analy|Load LAR Sales Analysis ODS L1          |Load LAR Sales Analysis ODS L1                              |
|  KS00095                      |A      |ZMARKETING_SALES_INVOICE    |KS00095                      |50318309    |50318309   |20,060,810,184,613 |       |                 0 |       |         |         |Load LAR Sales Analy|Load LAR Sales Analysis ODS L2          |Load LAR Sales Analysis ODS L2                              |
|  KS00096                      |A      |ZMARKETING_SALES_INVOICE    |KS00096                      |50318309    |50318309   |20,060,802,135,416 |       |                 0 |       |         |         |Load Indirect Sales |Load Indirect Sales History extracted fr|Load Indirect Sales History extracted from ZC00035          |
|  KS00097                      |A      |ZINV_MNGT_TRANS             |KS00097                      |L608799     |L608799    |20,060,922,155,914 |       |                 0 |       |         |         |Inventory Movements |Inventory Movements ODS Load from flat f|Inventory Movements ODS Load from flat file                 |
|  KS00112                      |A      |SD                          |KS00112                      |50318309    |50318309   |20,060,814,160,138 |       |                 0 |       |         |         |Load Sales Overview |Load Sales Overview data extracted from |Load Sales Overview data extracted from 0SD_C03             |
|  KS00113                      |A      |SD                          |KS00113                      |50318309    |50318309   |20,060,814,181,716 |       |                 0 |       |         |         |Load Delivery Servic|Load Delivery Service data extracted fro|Load Delivery Service data extracted from 0SD_C04           |
|  KS00115                      |A      |CO-OM                       |KS00115                      |50318309    |50318309   |20,060,929,184,059 |       |                 0 |       |         |         |Load Costs and Alloc|Load Costs and Allocations data extracte|Load Costs and Allocations data extracted from 0COOM_C02    |
|  KS00117                      |A      |FI-AP                       |KS00117                      |L598446     |L598446    |20,061,002,145,917 |       |                 0 |       |         |         |Purchase Order ODS D|Purchase Order ODS Data Load            |Purchase Order ODS Data Load                                |
|  KS00118                      |A      |FI-AP                       |KS00118                      |L598446     |L598446    |20,061,002,152,642 |       |                 0 |       |         |         |Purchasing Goods Rec|Purchasing Goods Receipts ODS Data Load |Purchasing Goods Receipts ODS Data Load for ETL Extract     |
|  KS00119                      |A      |FI-AP                       |KS00119                      |L598446     |L598446    |20,061,002,181,022 |       |                 0 |       |         |         |Purchasing Invoice R|Purchasing Invoice Receipt ODS Data Load|Purchasing Invoice Receipt ODS Data Load                    |
|  KS00120                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00120                      |L589462     |L589462    |20,061,006,160,402 |       |                 0 |       |         |         |Daily Sales Non SAP |Daily Sales Non SAP Actuals InfoCube Loa|Daily Sales Non SAP Actuals InfoCube Load                   |
|  KS00121                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00121                      |L589462     |L589462    |20,061,006,161,036 |       |                 0 |       |         |         |Daily Sales - Estima|Daily Sales - Estimated Sales InfoCube L|Daily Sales - Estimated Sales InfoCube Load                 |
|  KS00141                      |A      |ZFIN_ACCTG_TRANS_DATA       |KS00141                      |35001562    |35001562   |20,061,010,150,828 |       |                 0 |       |         |         |CPP-COA for Financia|CPP-COA for Financial Reporting&Planning|CPP-COA for Financial Reporting&Planning                    |
|  KS00143                      |A      |0COUNTRY_BRAZIL             |KS00143                      |50318309    |50318309   |20,060,803,181,648 |       |                 0 |       |         |         |Load Nota Fiscal Hea|Load Nota Fiscal Header data extracted f|Load Nota Fiscal Header data extracted from 0NF_DS01        |
|  KS00144                      |A      |0COUNTRY_BRAZIL             |KS00144                      |50318309    |50318309   |20,060,803,203,817 |       |                 0 |       |         |         |Load Nota Fiscal Lin|Load Nota Fiscal Line Item data extracte|Load Nota Fiscal Line Item data extracted from 0NF_DS02     |
|  KS00145                      |A      |0COUNTRY_BRAZIL             |KS00145                      |50318309    |50318309   |20,060,803,212,231 |       |                 0 |       |         |         |Load Nota Fiscal Tax|Load Nota Fiscal Tax data extracted from|Load Nota Fiscal Tax data extracted from 0NF_DS03           |
|  KS00146                      |A      |ZHUMAN_RESOURCES_TRANS_DATA |KS00146                      |50629133    |50629133   |20,060,721,171,014 |       |                 0 |       |         |         |Cost Center Salary A|Cost Center Salary Amounts from HR      |Cost Center Salary Amounts from HR                          |
|  KS00147                      |A      |MM_PUR                      |KS00147                      |EO937931    |EO937931   |20,060,911,215,417 |       |                 0 |       |         |         |Account Assignment d|Account Assignment data for purchase ord|Account Assignment data for purchase orders                 |
|  KS00152                      |A      |ZAPOSNP                     |KS00152                      |L579038     |10131153   |20,090,615,122,810 |       |                 0 |       |         |         |LC BKUP from 9AMALA |LC BKUP from 9AMALA to ZO00059          |LC BKUP from 9AMALA to ZO00059                              |
|  KS00153                      |A      |ZAPOSNP                     |KS00153                      |L579038     |10131153   |20,090,522,175,439 |       |                 0 |       |         |         |LC BKUP from 9AMALO |LC BKUP from 9AMALO to ZO00058          |LC BKUP from 9AMALO to ZO00058                              |
|  KS00154                      |A      |SD                          |KS00154                      |50318309    |50318309   |20,061,116,210,134 |       |                 0 |       |         |         |Load InfoSpoke to SD|Load InfoSpoke to SD Sales Order Detail |Load InfoSpoke to SD Sales Order Detail ODS                 |
|  KS00155                      |A      |SD                          |KS00155                      |50318309    |50318309   |20,061,121,223,706 |       |                 0 |       |         |         |Load InfoSpoke to SD|Load InfoSpoke to SD Sales Return ODS   |Load InfoSpoke to SD Sales Return ODS                       |
|  KS00156                      |A      |MM_PUR                      |KS00156                      |50318309    |50318309   |20,061,127,184,633 |       |                 0 |       |         |         |Load InfoSpoke Accou|Load InfoSpoke Account Assign for PO dat|Load InfoSpoke Account Assign for PO data                   |
|  KS00157                      |A      |ZFIN_PROFIT_TRANS_DATA      |KS00157                      |35001562    |35001562   |20,061,204,110,049 |       |                 0 |       |         |         |PCA Actual Line Item|PCA Actual Line Item ODS table Load     |PCA Actual Line Item ODS table Load                         |
|  KS00161                      |A      |ZSERVICE_TD                 |KS00161                      |10109911    |50318309   |20,080,227,203,552 |       |                 0 |       |         |         |eGAIN CASE INFOSOURC|eGAIN CASE INFOSOURCE                   |eGAIN CASE INFOSOURCE                                       |
|  KS00162                      |A      |ZSERVICE_TD                 |KS00162                      |10109911    |10109911   |20,071,228,062,440 |       |                 0 |       |         |         |eGAIN ACTIVITY INFOS|eGAIN ACTIVITY INFOSOURCE               |eGAIN ACTIVITY INFOSOURCE                                   |
|  KS00163                      |A      |ZSERVICE_TD                 |KS00163                      |10109911    |10109911   |20,080,116,092,736 |       |                 0 |       |         |         |HR PERSONEL_ATTR    |HR PERSONEL_ATTR                        |HR PERSONEL_ATTR                                            |
|  KS00163_TEXT                 |A      |ZSERVICE_TD                 |KS00163_TEXT                 |10109911    |10109911   |20,071,219,092,252 |       |                 0 |       |         |         |HR Personal_text    |HR Personal_text                        |HR Personal_text                                            |
|  KS00173                      |A      |ZAPODP                      |KS00173                      |L324925     |10135594   |20,110,909,182,123 |       |                 0 |       |         |         |LC BKUP from ZPLADP0|LC BKUP from ZPLADP01                   |LC BKUP from ZPLADP01                                       |
|  KS00174                      |A      |ZFIN_ACCTG_TRANS_DATA       |KS00174                      |50487615    |50221927   |20,080,507,114,950 |       |                 0 |       |         |         |Hyperion Balance    |Hyperion Balance                        |Hyperion Balance                                            |
|  KS00178                      |A      |ZSERVICE_TD                 |KS00178                      |50326993    |50318309   |20,080,521,161,810 |       |                 0 |       |         |         |eGain Survey Transac|eGain Survey Transactions               |eGain Survey Transactions                                   |
|  KS00179                      |A      |ZFIN_ACCTG_TRANS_DATA       |KS00179                      |50221927    |50221927   |20,080,627,095,044 |       |                 0 |       |         |         |Target Cost Factors |Target Cost Factors for Actuals         |Target Cost Factors for Actuals                             |
|  KS00180                      |A      |ZFINANCE_DISPUTES           |KS00180                      |50414124    |50414124   |20,081,230,181,912 |       |                 0 |       |         |         |Info source for Disp|Info source for Disputes.               |Info source for Disputes.                                   |
|  KS00185                      |A      |SD                          |KS00185                      |10130903    |10130903   |20,090,218,180,359 |       |                 0 |       |         |         |Sales Handling Unit |Sales Handling Unit                     |Sales Handling Unit                                         |
|  KS00186                      |A      |SD                          |KS00186                      |10130903    |10130903   |20,090,406,191,032 |       |                 0 |       |         |         |Sales Partner Functi|Sales Partner Functions                 |Sales Partner Functions                                     |
|  KS00187                      |A      |ZMARKETING_SALES_INVOICE    |KS00187                      |10144993    |10165813   |20,120,312,170,641 |       |                 0 |       |         |         |LEGACY REBATES FLAT |LEGACY REBATES FLAT FILE INFOSOURCE     |LEGACY REBATES FLAT FILE INFOSOURCE                         |
|  KS00188                      |A      |ZCOMMISSIONS                |KS00188                      |10041780    |10175216   |20,130,328,052,319 |       |                 0 |       |         |         |MANUAL SCORECARD FLA|MANUAL SCORECARD FLAT FILE INFOSOURCE   |MANUAL SCORECARD FLAT FILE INFOSOURCE                       |
|  KS00190                      |A      |ZMARKETING_SALES_INVOICE    |KS00190                      |10125080    |10125080   |20,090,428,163,012 |       |                 0 |       |         |         |Fixed Asset Loan/Lea|Fixed Asset Loan/Lease Depreciation     |Fixed Asset Loan/Lease Depreciation                         |
