19.04.2015                                                                                                                                  Dynamic List Display                                                                                                                                         1
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  UPDID                    |OBJVERS|INFOCUBE     |ISOURCE                      |URPROGID                 |WIPROGID                 |       TIMESTMPCUBE|TSTPNM  |           TIMESTMP|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|EXPERTMODE|STARTROUTINE|ODSPROGID                |TNAME|
|  ECI6ZJ8JSSOZCDG6D9LK11TDE|D      |0EM_C02      |80EM_DS02                    |EGRNA75QJK6BMPTASL0LPP3OY|EIWDFJ4BWXWZRVZV08Q4K0QUQ|20,030,327,175,155 |SAP     |20,030,430,073,136 |INA    |3.3/01 |20,030,430,073,136 |SAP     |      |       |          |        9998|                         |     |
|  ECLAJSO1F8535T6SLVGU1YOCV|D      |0ORA_PROD    |0ORA_PROD_ATTR               |EGUQUGL85ZMFG5JX16VVQLYOF|                         |20,020,304,085,128 |SAP     |20,020,304,085,912 |INA    |3.0/02 |20,020,304,085,912 |SAP     |      |       |          |            |                         |     |
|  ECOIOKKQOTPXAUWD083TV7CSQ|A      |0FIAP_O03    |0FI_AP_3                     |EGXYZ8HXFL79L79HFJIVJUN4A|                         |20,030,224,091,456 |L589462 |20,030,624,213,541 |ACT    |       |                 0 |SAP     |      |X      |          |            |EJ2P4KGISYXXQDG1N78EE6AA2|     |
|  ECOIOKKQOTPXAUWD083TV7CSQ|M      |0FIAP_O03    |0FI_AP_3                     |EGXYZ8HXFL79L79HFJIVJUN4A|                         |20,030,224,091,456 |L589462 |20,030,624,213,541 |ACT    |       |                 0 |SAP     |      |X      |          |            |EJ2P4KGISYXXQDG1N78EE6AA2|     |
|  ED2LB8Q5HFY7V16NNYNZGABUD|D      |0PERS_VAR    |0CO_OM_CCA_P_AUTH            |EHC1LWNC87FK5DJS3A314XM5X|                         |20,010,830,110,959 |SAP     |20,011,119,071,312 |INA    |3.0/01 |20,011,119,071,312 |SAP     |      |       |          |            |EJGRR8LXLL68AJQCAXSJZ99BP|     |
|  ED3FJ8MCKFFXYPK430J1YJRP1|D      |0CDS_C01     |80CDS_DS07                   |EHCVTWJJB6XA91X8IBY3N720L|EJHLZ8I4OKNYE83SPZNMHIP6D|20,030,612,123,421 |SAP     |20,030,904,100,030 |INA    |3.3/01 |20,030,904,100,030 |SAP     |      |       |          |        9998|                         |     |
|  EDG48DV3UU5GMTNTLOJJPM1KL|A      |0NF_DS01     |0ID_BR_NF_1                  |EHPKJ1SALLMSX60Y0ZYLE9BW5|                         |20,051,012,193,500 |L579038 |20,051,013,145,934 |ACT    |       |                 0 |SAP     |      |X      |          |            |EJUAODQVYZDH2C7I8NO48KZ1X|     |
|  EDG48DV3UU5GMTNTLOJJPM1KL|D      |0NF_DS01     |0ID_BR_NF_1                  |EHPKJ1SALLMSX60Y0ZYLE9BW5|                         |20,020,220,154,311 |SAP     |20,021,126,095,835 |INA    |3.1/01 |20,021,126,095,835 |SAP     |      |       |          |            |EJUAODQVYZDH2C7I8NO48KZ1X|     |
|  EDG48DV3UU5GMTNTLOJJPM1KL|M      |0NF_DS01     |0ID_BR_NF_1                  |EHPKJ1SALLMSX60Y0ZYLE9BW5|                         |20,051,012,193,500 |L579038 |20,051,013,145,934 |ACT    |       |                 0 |SAP     |      |X      |          |            |EJUAODQVYZDH2C7I8NO48KZ1X|     |
|  EDTSH3CKQXR6U3Y5USX4F5Y8J|D      |0RPM_DS03    |0RPM_GEN_01                  |EI38RR9RHP8J4GBAA4C63T8K3|                         |20,030,623,220,527 |SAP     |20,030,623,225,609 |INA    |3.3/01 |20,030,623,225,609 |SAP     |      |       |          |            |EK7YX38CV2Z79MHUHS1OY4VPV|     |
|  EDWBDVPIA6FUVT7MFEII05SAH|D      |0PS_C08      |0CO_OM_OPA_1                 |EI5ROJMP0XX765KQUPXJOT2M1|EKAHTVLAEBNVBBRB2DN2J4PRT|20,020,209,100,614 |SAP     |20,020,216,113,135 |INA    |3.0/02 |20,020,216,113,135 |SAP     |      |       |          |            |                         |     |
|  EDY75PAZN60TQIPJFZI9MT9RD|D      |0CCM_OTEC    |0CCMS_MTE_STATIC_MASTERDATA  |EI7NGD86DXI60V2NVAXBBGK2X|                         |20,031,008,124,729 |SAP     |20,031,230,093,500 |INA    |3.5/02 |20,031,230,093,500 |SAP     |      |       |          |        9998|                         |     |
|  EDZS0IXTD5MAVXSNQVZKL4OAD|D      |0RPM_TGUID$T |0EDS_0RPM_TEAM_TEXT          |EI98B6V03X3N6A5S67EM9RYLX|                         |20,030,620,012,027 |SAP     |20,030,620,012,311 |INA    |3.3/01 |20,030,620,012,311 |SAP     |      |       |          |            |                         |     |
|  EE1FKHSXAGSBDY45UJJFWQ7JK|D      |0ISCMDS27    |0IS_IS_CM_SUBROGITEM_01      |EIAVV5Q4189NOAHA9UYHLDHV4|                         |20,051,124,110,901 |SAP     |20,051,124,150,037 |INA    |7.0/03 |20,051,124,150,037 |SAP     |      |       |          |            |EKFM0HOPEM0BTGNUHIO0FP50W|     |
|  EE2FCMUM7F4Y103TI2N6R0QN3|D      |0GN_CUSTOM   |0APO_LOCNO_ATTR              |EIBVNARSY6MABCGXXE28FO0YN|                         |20,020,605,110,417 |SAP     |20,021,022,142,449 |INA    |3.1/01 |20,021,022,142,449 |SAP     |      |       |          |        9998|                         |     |
|  EE7177050JUB1S59ZOEO871JM|D      |0DBBKRCY$T   |0DBDUNS_APPENDIX_TEXT_1      |EIGHHUXBRBBNC4IEEZTPWUBV6|                         |20,030,115,115,613 |SAP     |20,030,115,121,128 |INA    |3.2/01 |20,030,115,121,128 |SAP     |      |       |          |        9998|                         |     |
|  EE9ZGAMI13KKKORTXSPTOIDGP|D      |0SPL_C11     |80SPL_DS16                   |EIJFQYJORV1WV14YD44VD5NS9|EKO5WAIA58SL07BIKRUE7HAY1|20,040,109,144,748 |SAP     |20,040,209,153,412 |INA    |3.5/02 |20,040,209,153,412 |SAP     |      |       |          |            |                         |     |
|  EEEV2W862Z319BCFFV6KLQWQ9|D      |0BADRDS28    |80BADRDS04                   |EGJL886RGCTPEHIZNIW3G2JW1|                         |20,061,130,162,527 |SAP     |20,061,201,105,219 |INA    |7.0/03 |20,061,201,105,219 |SAP     |      |       |          |        9998|EIOBDK5CTQKDJNPJV6LMAE71T|     |
|  EEMZBRA976KPTCX03OW058MYP|D      |0ASSET$T     |0ASSET_ATTR_TEXT             |EIWFMF7FXY223PA4J0B1TVXA9|                         |20,020,813,133,554 |SAP     |20,020,815,125,630 |INA    |3.1/01 |20,020,815,125,630 |SAP     |      |       |          |            |                         |     |
|  EF711W5JOJ6P68B1SLCU8734I|D      |0CRM_WFM4    |80CRM_WFMB                   |EJGHCK2QFAO1GKO67WRVWUDG2|ELL7HW1BSOEPLQUQFKHER60LU|20,041,209,162,335 |SAP     |20,050,124,191,336 |INA    |7.0/02 |20,050,124,191,336 |SAP     |      |       |          |            |                         |     |
|  EF8KSCHUP4BF8IL5MG8H87TSW|D      |0OPA_C11     |0CO_OM_OPA_6                 |EJI130F1FVSRIUYA1RNIWV44G|ELMR8CDMT9JFO14U9FD1R6RA8|20,080,521,034,816 |SAP     |20,080,521,042,558 |INA    |7.0/04 |20,080,521,042,558 |SAP     |      |       |          |            |                         |     |
|  EFAHUTRCBGTVMK0R6R991GH3B|D      |0PP_C04      |2LIS_04_P_ARBPL              |EJJY5HOJ28B7WWDVM2OAQ3REV|ELOOATN4FM1W22KFTQDTKFEKN|20,070,221,004,430 |SAP     |20,070,221,191,245 |INA    |7.0/03 |20,060,526,031,113 |SAP     |      |       |          |            |                         |     |
|  EFD0RF2PG8YFU6H8VC8JGKHUK|D      |0BA_O15      |0TB_AM_CN_13                 |EJMH22ZW70FS4IUDANNL57S64|                         |20,040,916,142,840 |SAP     |20,040,916,142,929 |INA    |3.5/03 |20,040,916,142,929 |SAP     |      |       |          |            |ELR77EYHKE6G9P0XIBD3ZJFBW|     |
|  EFWIZ22LKFONR4TJR9Q2WZ581|D      |0SOP_C01     |0SOP_PLANNING                |EK5Z9PZSB7601H6O6L54LMFJL|EMAPF1YDOKWO6ND8E8UNFY2PD|20,070,503,075,002 |SAP     |20,070,503,075,051 |INA    |7.0/03 |20,070,503,075,051 |SAP     |      |       |          |            |                         |     |
|  EGSL4KOQWXC2X12SNKEQNY4K5|D      |0LOM_C06     |80LOM_DS03                   |EIXB9WNCAB2R279CV849I9RPX|EL21F8LXNOTF7DFX2VTSCLEVP|20,021,025,123,505 |SAP     |20,021,025,125,343 |INA    |3.1/01 |20,021,025,125,343 |SAP     |      |       |          |            |                         |     |
|  EHKEDGQO114ZIQI7Q51BN563U|D      |0RTL_C02     |0RT_RTL_1                    |ELTUO4NURSMBT2VC5GGDBSGFE|ENYKTGMG56CZY91WD45W643L6|20,081,110,132,547 |SAP     |20,081,111,085,608 |INA    |7.0/04 |20,081,111,085,608 |SAP     |      |       |          |            |                         |     |
|  EHNPQDMLCP7O58DE6PDUWB2XE|D      |0UC_POD      |0UC_POD3                     |ELX611JS3GP0FKQIM0SWKYD8Y|                         |20,030,108,165,243 |SAP     |20,030,116,175,507 |INA    |3.2/01 |20,030,116,175,507 |SAP     |      |       |          |            |                         |     |
|  EHULUOTPJBY1QO443EM096OQ7|D      |0BP_PHSUDY$T |0BP_PH_SP_TEXT               |EM425CQWA3FE10H8IQ11XTZ1R|                         |20,030,731,141,646 |SAP     |20,030,731,143,902 |INA    |3.3/01 |20,030,731,143,902 |SAP     |      |       |          |            |                         |     |
|  EHWM0AMW5BJ8ROWEC8N2HGQ09|D      |0HC_DE_C1    |80HC_DS35                    |EM62AYK2W30L219IRK24640BT|EOASGAIO9GR977G2Z7RN0FNHL|20,070,802,082,202 |SAP     |20,070,802,083,219 |INA    |7.0/03 |20,070,802,083,219 |SAP     |      |       |          |        9998|                         |     |
|  EIKFM5ZV444AACDOPHAB6NB85|D      |0LOM_C05     |80LOM_DS02                   |EMTVWTX1UVLMKOQT4SPCVALJP|EOYM25VN89CAPUXDCGEVPM8PH|20,021,025,121,507 |SAP     |20,021,025,121,851 |INA    |3.1/01 |20,021,025,121,851 |SAP     |      |       |          |            |                         |     |
|  EIZGUGE8USMDU2R4UVMDOF7AY|D      |0PU_C02      |80PU_O31                     |EFP75ZDQIG3SDQ7HDTB00SZW1|4WOAFXIGXT84G7I4EXD918RF5|20,070,326,065,429 |SAP     |20,070,327,111,841 |INA    |7.0/03 |20,070,313,154,003 |SAP     |      |       |          |            |                         |     |
|  EJ8K50ZR5CRI3IB448UCR59TE|D      |0AFSD_DS1    |2LIS_11_VASTH                |ENI0FOWXW48UDUO8JK9EFSK4Y|                         |20,021,118,131,007 |SAP     |20,030,211,170,406 |INA    |3.2/01 |20,030,211,170,406 |SAP     |      |       |          |            |EPMQL0VJ9HZIJ0USR7YXA47AQ|     |
|  EJHZDQ8PBCADL2JMJCVJ4ARV6|D      |0IPM_ITMEX   |80IPM_DS01                   |ENRFOE5W23RPVEWQYOAKSY26Q|                         |20,040,408,131,606 |SAP     |20,040,426,151,715 |INA    |3.5/03 |20,040,426,151,715 |SAP     |      |       |          |            |                         |     |
|  EJII7ZGGJNFY9DB3M0PT9LT24|D      |0GN_CAT_PUR$T|0MDME_CAT_PUR_TEXT           |ENRYINDNAEXAJPO81C4UY93DO|                         |20,060,317,151,624 |SAP     |20,050,815,175,724 |INA    |3.5/03 |20,050,815,175,724 |SAP     |      |       |          |            |                         |     |
|  EJTPOZYW46TVO076X0CIPR3GH|D      |0MEMAMC02    |80MEMAMO08                   |EO35ZNW2UYB7YCKBCBRKEEDS1|EQ7W4ZUO8C1W3IQVJZH38Q0XT|20,041,011,153,838 |SAP     |20,050,221,151,411 |INA    |7.0/02 |20,050,221,151,411 |SAP     |      |       |          |        9998|                         |     |
|  EK3HETYMVI28RIRGAK1W6NV4R|D      |0CMS_DS13    |0BA_CMS_SEC_ACC              |EOCXPHVTM9JL1V4KPVGXVB5GB|                         |20,040,902,113,343 |SAP     |20,040,902,115,013 |INA    |3.5/03 |20,040,902,115,013 |SAP     |      |       |          |            |EQHNUTUEZNA971B4XJ6GPMSM3|     |
|  EKT09BYLPGQ7WPZAPEF9AW13M|D      |0FG_C01      |80FG_O01                     |EP2GJZVSG87K72CF4PUAZJBF6|ER76PBUDTLY8C8IZCDJTTUYKY|20,080,502,203,809 |SAP     |20,080,502,205,709 |INA    |7.0/04 |20,080,502,205,709 |SAP     |      |       |          |            |                         |     |
|  EL1FL9W983STR5K9FO5CQQKXL|D      |0RC_C06      |80RC_DS06                    |EN65QLUULHJHWBQTNBUVL283D|EPAVVXTFYVA61HXDUZKEFDV95|20,020,411,162,333 |SAP     |20,020,411,191,704 |INA    |3.0/02 |20,020,411,191,704 |SAP     |      |       |          |            |                         |     |
|  EL3S3GHHRMLHVVJCFX95MG2HH|D      |0RTL_C03     |0RT_RTL_1                    |EPD8E4EOIE2U67WGV8O7B3CT1|ERHYJGD9VRTIBE312WDQ5EZYT|20,020,711,075,217 |SAP     |20,020,716,082,549 |INA    |3.1/01 |20,020,716,082,549 |SAP     |      |       |          |        9998|                         |     |
|  ELY986112WSMZWK216U9MFWOH|D      |0SM_ALTYP$T  |0SM_DSWPBI_BPM               |EQ7PITY7TO9ZA8X6GI9BB3701|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |7.0/03 |20,070,215,131,509 |SAP     |      |       |          |            |                         |     |
|  EM7Y19NK520FLN5MBW6EO5G2Z|D      |0CSRV_T01    |80CSRV_C01                   |EQHEBXKQVTHRVZIQR7LGCSQEJ|ESM4H9JC978G15PAYVAZ74DKB|20,050,519,131,047 |SAP     |20,050,524,142,822 |INA    |7.0/02 |20,050,524,142,822 |SAP     |      |       |          |        9998|                         |     |
|  EMAYRVVC4F1YO46NCCL1RAD9R|D      |0RF_AVRSFIX  |0RT_AVRSFIX_ATTR_DEL         |EQKF2JSIV6JAYGJRRO03FXNLB|                         |20,050,804,171,529 |SAP     |20,060,314,172,319 |INA    |7.0/03 |20,060,314,172,319 |SAP     |      |       |          |        9998|                         |     |
|  EMC2Q9PGPO32GM83QJPCQJM3V|D      |0TB_DS18     |0TB_AM_CN_28                 |EQLJ0XMNGFKEQYL85V4EF6WFF|                         |20,050,304,123,624 |SAP     |20,050,406,124,110 |INA    |7.0/02 |20,050,406,124,110 |SAP     |      |       |          |        9998|ESQ969L8TTB2W4RSDITX9IJL7|     |
|  EMDXTSDB58XBQIKEYNRY0L6DV|D      |0BP_EXT$T    |0BPARTNER_TEXT               |EQNE4GAHW0EO0UXJDZ6ZP8GPF|                         |20,030,716,071,134 |SAP     |20,030,723,064,557 |INA    |3.3/01 |20,030,723,064,557 |SAP     |      |       |          |            |                         |     |
|  EMGEVTQ9OOPA7TFOPB49LTYB6|D      |0HOM_C03     |80HOM_SALO                   |EQPV6HNGFG6MI5ST4MJBAH8MQ|ESULBTM1STXANBZDCA8U4SVSI|20,041,008,114,245 |SAP     |20,050,901,211,429 |INA    |7.0/02 |20,050,901,211,429 |SAP     |      |       |          |        9998|                         |     |
|  EMGG5CGNWGI22ED2999I7U9OY|D      |0FIGL_C02    |0FI_GL_7                     |EQPWG0DUN7ZECQQ6OKOJWHK0I|ESUMLCCG0LQ2HWWQW8E2QT76A|20,021,206,124,323 |SAP     |20,030,325,123,702 |INA    |3.2/01 |20,030,325,123,702 |SAP     |      |       |          |            |                         |     |
|  EMJQ1762NFNT3Y0YIXIIMKEWP|D      |0ORA_C01     |0ORA_FI_GL_2                 |EQT6BV39E755EAE2Y8XKB7P89|ESXWH71URKVTJGKN5WN35JCE1|20,020,214,082,537 |SAP     |20,020,214,144,105 |INA    |3.0/02 |20,020,214,144,105 |SAP     |      |       |          |            |                         |     |
|  EMLP1V7HW92OIXCX0845YPXR3|D      |0CRM_BUAG$T  |0CRM_BUAG_ATTR_TEXT          |EQV5CJ4ON0K0T9Q1FJJ7ND82N|                         |20,040,720,165,027 |SAP     |20,040,720,165,116 |INA    |3.5/03 |20,040,720,165,116 |SAP     |      |       |          |            |                         |     |
|  EMVA3XNIHAL30BWV6P0OMB06N|D      |0CRM_WFME    |0CRM_WFME                    |ER4QELKP822FAO9ZM0FQAYAI7|                         |20,030,725,052,457 |SAP     |20,030,730,094,132 |INA    |3.3/01 |20,030,730,094,132 |SAP     |      |       |          |            |ET9GJXJALFT3FUGJTO5959XNZ|     |
|  EMY0ITZ1UJ8WHX4ZPRWNAYHJV|D      |0BP_VEND     |0BP_ROLES_ATTR               |ER7GTHW8LAQ8S9I453BOZLRVF|                         |20,040,810,134,337 |SAP     |20,040,810,135,153 |INA    |3.5/03 |20,040,810,135,153 |SAP     |      |       |          |        9998|ETC6YTUTYOGWXFOOCR17TXF17|     |
|  EN48739CMZ7Y4IQEKMEFWTRCF|D      |0EHS_VCI$T   |0EHS_PHRASES                 |ERDOHR6JDQPAEV3IZXTHLH1NZ|                         |20,030,509,143,346 |SAP     |20,030,527,065,159 |INA    |3.3/01 |20,030,527,065,159 |SAP     |      |       |          |            |                         |     |
|  ENQKYAQHANT2YBY7W1SGGNVSA|D      |0UCCM_C01    |80UCCMDS20                   |ES018YNO1FAF8OBCBD7I5B63U|EU4REAM9ET13DUHWJ0X0ZMT9M|20,050,929,135,623 |SAP     |20,050,928,092,441 |INA    |7.0/03 |20,050,928,092,441 |SAP     |      |       |          |        9998|                         |     |
|  ENVXWBW1O55C3I2M9H1MWQS7Y|D      |0PERS_VAR    |0FI_TV_TVVARIANT_P           |EMTN2FJGXMH27Z2OABZPZC0NA|                         |20,010,530,151,114 |SAP     |20,010,615,140,144 |INA    |2.1/01 |20,010,615,140,144 |SAP     |      |       |          |        9998|E2V16H2TYHQ2X4ZTNK97ZMT9S|     |
|  EO4J7VOZGBSYM5QQWP2U12YCC|D      |0EA_HITEM    |0EA_EM_HITEM                 |ESDZIJM673AAWI3VC0HVPQ8NW|                         |20,050,405,075,739 |SAP     |20,050,405,141,654 |INA    |7.0/02 |20,050,405,141,654 |SAP     |      |       |          |            |EUIPNVKRKH0Z1OAFJO7EK1VTO|     |
|  EP5NC4VWCCXYRUBDQDO2LAL4L|D      |0PU_C01      |80PU_O31                     |ETF3MST334FB26OI5P349XVG5|EVJTS4ROGI5Z7CV2DCSN49ILX|20,041,008,120,319 |SAP     |20,050,324,145,631 |INA    |7.0/02 |20,050,324,145,631 |SAP     |      |       |          |            |                         |     |
|  EPE1UPJXLYC6LC1U0Y5YJYR5I|D      |0BVEM_C01    |80BVEMDS01                   |ETNI5DH4CPTIVOEYG9L08M1H2|EVS8APFPQ3K70ULINXAJ2XOMU|20,021,120,123,535 |SAP     |20,021,120,141,848 |INA    |3.2/01 |20,021,120,141,848 |SAP     |      |       |          |            |                         |     |
|  EPJ193EYSH6KBW1F2S99FBGLA|D      |0FORM_DS1    |0BW_TCT_FO_1                 |3XCRB6Z9QWPEFXY0MKIRQM1F2|                         |20,010,911,165,323 |SAP     |20,010,919,114,248 |INA    |3.0/01 |20,010,919,114,248 |SAP     |      |       |          |            |26AGSSJDSQ97TTUNJ9ASX39L6|     |
|  EPJXCMZL9961MBGZ8K0Z8G7MO|D      |0SAL_DS01    |0CRM_SALES_ACT_1             |48VLOM20BFGFYBILPVC97RAHK|                         |20,080,303,025,536 |SAP     |20,080,410,104,933 |INA    |7.0/04 |20,080,410,104,933 |SAP     |      |       |          |            |48VLOM9OUE25GY21VPELHT97C|     |
|  EPRN9JOSHS5FOPJYP7FAW04VJ|D      |0SPL_DS32    |0SPL_SFA_SRVLOSS_1           |3X7ASNRV8MDV7ANRAQV3CVHTS|                         |20,050,714,153,538 |SAP     |20,050,809,150,939 |INA    |7.0/02 |20,050,809,150,939 |SAP     |      |       |          |            |3X7ASNZJRKZKPX77GKXFMXGJK|     |
|  EPUCYLWV3CIGCK18338UO6NEK|D      |0FC_DS02     |0FC_IPL_ITEM_01              |EU3T99U1U3ZSMWECIENWCTXQ4|                         |20,030,304,133,151 |SAP     |20,030,304,141,441 |INA    |3.2/01 |20,030,304,141,441 |SAP     |      |       |          |        9998|EW8JELSN7HQGS2KWQ2DF75KVW|     |
|  EQA1537LJZ687B9KXV0747S2N|D      |0BPARTNER    |0CRM_BPSALESCL_ATTR          |EUJHFR4SAQNKHNMPD6F8SV2E7|                         |20,030,429,003,555 |SAP     |20,030,610,161,411 |INA    |3.3/01 |20,030,610,161,411 |SAP     |      |       |          |            |                         |     |
|  EQEU426Q1M7G14XA07B1R1PZJ|D      |0UCMA_C02    |0UC_ISU_CONSUMPT_02          |EUOAEQ3WSDOSBHAEFIQ3FP0B3|EWT0K22I5RFGGNGYN6FMA0NGV|20,040,402,050,022 |SAP     |20,040,825,153,759 |INA    |3.5/03 |20,040,825,153,759 |SAP     |      |       |          |        9998|                         |     |
|  EQNJN8MC8XXTW5T5Z3EN4OHAW|D      |0UCDEDS11    |0UC_INVDOCREF                |EUWZXWJIZPF66I6AEETOTBRMG|                         |20,050,607,082,338 |SAP     |20,050,607,122,536 |INA    |7.0/02 |20,050,607,122,536 |SAP     |      |       |          |            |EX1Q38I4D35UBOCUM2J7NNES8|     |
|  ER03PPICKV3OB3ZA3JR7UZUSR|D      |0CPH_PODS    |0CCMS_CPH_DATA               |EV9K0DFJBML0LGCEIV69JN54B|                         |20,050,818,155,653 |SAP     |20,060,223,145,423 |INA    |7.0/03 |20,060,223,145,423 |SAP     |      |       |          |        9998|EXEA5PE4P0BOQMIYQIVSDYSA3|     |
|  ERN1G6SYWJNM6E1ERUQQQ3BM2|A      |0BWTC_C03    |0BWTC_C03                    |EVWHQUQ5NB4YGQEJ765SEQLXM|EY17W6OR0OVMLWL3ETVB9293E|20,000,416,122,441 |L621324 |20,030,310,192,424 |ACT    |       |                 0 |SAP     |      |X      |          |            |                         |     |
|  ERN1G6SYWJNM6E1ERUQQQ3BM2|D      |0BWTC_C03    |0BWTC_C03                    |EVWHQUQ5NB4YGQEJ765SEQLXM|EY17W6OR0OVMLWL3ETVB9293E|20,010,831,060,200 |SAP     |20,010,903,075,631 |INA    |3.0/01 |20,010,903,075,631 |SAP     |      |       |          |            |                         |     |
|  ERN1G6SYWJNM6E1ERUQQQ3BM2|M      |0BWTC_C03    |0BWTC_C03                    |EVWHQUQ5NB4YGQEJ765SEQLXM|EY17W6OR0OVMLWL3ETVB9293E|20,000,416,122,441 |L621324 |20,030,310,192,424 |ACT    |       |                 0 |SAP     |      |X      |          |            |                         |     |
|  ERTZK5Y44NYSMFKT933T3FB5D|D      |0BA_1POSNO$T |0BA_BA_DR_POSNO              |EW3FUTVAVFG4WRXXOEIUS2LGX|                         |20,060,412,180,851 |SAP     |20,060,412,191,909 |INA    |7.0/03 |20,060,412,191,909 |SAP     |      |       |          |            |                         |     |
|  ESEAH6ZREHFLTQYCSD9A6VM2Y|D      |0BWTC_C07    |0TCT_MON_IS_01               |EWNQRUWY58WY43BH7OOBVIWEI|EYSGX6VJIMNM99I1FCDUPUJKA|20,000,222,110,038 |SAP     |20,000,222,110,144 |INA    |2.0/02 |20,000,222,110,143 |SAP     |      |       |          |            |                         |     |
|  ESGFXTDHRZAHLK354VQB1ZGK2|D      |0CRMBPKPI    |80CRM_SALO                   |EWPW8HAOIQRTVWG9K75CQMQVM|                         |20,030,827,095,851 |SAP     |20,031,021,142,309 |INA    |3.5/02 |20,031,021,142,309 |SAP     |      |       |          |            |EYUMDT99W4II12MTRUUVKYE1E|     |
|  ESHADASUR2K2HSBAOK38EFP9R|D      |0D_ATR_DS    |0D_MKT_1                     |EWQQNYQ1HU1ES4OF3VIA32ZLB|                         |20,030,626,100,357 |SAP     |20,030,626,124,919 |INA    |3.3/01 |20,030,626,124,919 |SAP     |      |       |          |        9998|EYVGTAOMV7S2XAUZBJ7SXEMR3|     |
|  ESHKIYQR435974348RY8QCK9E|D      |0AU_WTYH     |0AU_WTY_HEADER               |EWR0TMNXUUMLHGG8O3DAEZUKY|                         |20,021,225,140,124 |SAP     |20,021,225,141,216 |INA    |3.2/01 |20,021,225,141,216 |SAP     |      |       |          |            |EYVQYYMJ88D9MMMSVR2T9BHQQ|     |
|  ESQTYSQVZ6168JMK1JKCCWOEI|A      |0SD_C04      |2LIS_12_VCITM                |EX0A9GO2PXIIIVZOGUZE1JYQ2|EZ50ESMO3B96O268OIOWVVLVU|20,061,222,213,154 |10165849|20,111,007,175,922 |ACT    |       |                 0 |SAP     |      |X      |          |        9998|                         |     |
|  ESQTYSQVZ6168JMK1JKCCWOEI|D      |0SD_C04      |2LIS_12_VCITM                |EX0A9GO2PXIIIVZOGUZE1JYQ2|EZ50ESMO3B96O268OIOWVVLVU|19,991,210,095,632 |SAP     |20,000,922,130,708 |INA    |2.1/01 |20,000,922,130,707 |SAP     |      |       |          |            |                         |     |
|  ESQTYSQVZ6168JMK1JKCCWOEI|M      |0SD_C04      |2LIS_12_VCITM                |EX0A9GO2PXIIIVZOGUZE1JYQ2|EZ50ESMO3B96O268OIOWVVLVU|20,061,222,213,154 |10165849|20,111,007,175,922 |ACT    |       |                 0 |SAP     |      |X      |          |        9998|                         |     |
|  ESVT4M08ATWXFEEVUZT6VGADM|A      |0PS_C02      |0PS_DAT_NTW                  |EX59F9XF1LE9PQS0AB88K3KP6|EZ9ZKLW0EZ4XUWYKHYXREF7UY|20,051,024,141,834 |50221927|20,051,024,154,552 |ACT    |       |                 0 |SAP     |      |X      |          |        9998|                         |     |
|  ESVT4M08ATWXFEEVUZT6VGADM|D      |0PS_C02      |0PS_DAT_NTW                  |EX59F9XF1LE9PQS0AB88K3KP6|EZ9ZKLW0EZ4XUWYKHYXREF7UY|20,000,221,165,759 |SAP     |20,000,913,144,639 |INA    |2.1/01 |20,000,913,144,639 |SAP     |      |       |          |        9998|                         |     |
|  ESVT4M08ATWXFEEVUZT6VGADM|M      |0PS_C02      |0PS_DAT_NTW                  |EX59F9XF1LE9PQS0AB88K3KP6|EZ9ZKLW0EZ4XUWYKHYXREF7UY|20,051,024,141,834 |50221927|20,051,024,154,552 |ACT    |       |                 0 |SAP     |      |X      |          |        9998|                         |     |
|  ET0RJ03E7DXIMM8RIVQMV1WT7|D      |0DF_DS01     |0DF_IS_DFS_19                |4G3QJO869ICIIWSPIGEZTDFIU|                         |20,080,407,144,624 |SAP     |20,100,201,134,952 |INA    |7.0/04 |20,100,201,134,952 |SAP     |      |       |          |        9998|4G3QJOFUSGY81JC5OAHC3FE8M|     |
|  ET8V559SX82R2LVVRFVX5PQJ7|D      |0EIH_C02     |80EIH_DS02                   |EXIBFT6ZNZK3CY906RAYUD0UR|EZN1L55L1DARI4FKEF0HOOO0J|20,050,616,141,140 |SAP     |20,050,616,141,312 |INA    |7.0/02 |20,050,616,141,312 |SAP     |      |       |          |            |                         |     |
|  ETNLFQM5TBL58JO5D2496PBJD|D      |0HC_C37      |0CO_OM_OPA_6                 |EXX1QEJCK32HIW19SDJAVCLUX|F01RVQHXXGT5O27U018TPO90P|20,040,212,180,352 |SAP     |20,040,219,182,643 |INA    |3.5/02 |20,040,219,182,643 |SAP     |      |       |          |        9998|                         |     |
|  ETOQLQ5Z4MG99IOS656D07SEI|D      |0PACM_C03    |0HR_PA_CM_3                  |EXY6WE35VDXLJV1WLGLEOV2Q2|F02X1Q1R8RO9P18GT4AXJ6PVU|20,020,219,163,951 |SAP     |20,020,221,074,653 |INA    |3.0/02 |20,020,221,074,653 |SAP     |      |       |          |            |                         |     |
