21.04.2015                                     Dynamic List Display                                             1
-----------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------
|  LANGU|INFOCUBE     |OBJVERS|TXTSH               |TXTLG                                                       |
|  E    |0TCT_VC01    |D      |Front-End and OLAP S|Front-End and OLAP Statistics (Aggregated)                  |
|  E    |0TCT_VC01    |M      |Front-End and OLAP S|Front-End and OLAP Statistics (Aggregated)                  |
|  E    |0TCT_VC02    |A      |Front-End and OLAP S|Front-End and OLAP Statistics (Details)                     |
|  E    |0TCT_VC02    |D      |Front-End and OLAP S|Front-End and OLAP Statistics (Details)                     |
|  E    |0TCT_VC02    |M      |Front-End and OLAP S|Front-End and OLAP Statistics (Details)                     |
|  E    |0TCT_VC03    |A      |Data Manager Statist|Data Manager Statistics (Details)                           |
|  E    |0TCT_VC03    |D      |Data Manager Statist|Data Manager Statistics (Details)                           |
|  E    |0TCT_VC03    |M      |Data Manager Statist|Data Manager Statistics (Details)                           |
|  E    |0TCT_VC11    |A      |BI Object Request St|BI Object Request Status                                    |
|  E    |0TCT_VC11    |D      |BI Object Request St|BI Object Request Status                                    |
|  E    |0TCT_VC11    |M      |BI Object Request St|BI Object Request Status                                    |
|  E    |0TCT_VC12    |A      |Process Status      |Process Status                                              |
|  E    |0TCT_VC12    |D      |Process Status      |Process Status                                              |
|  E    |0TCT_VC12    |M      |Process Status      |Process Status                                              |
|  E    |0TCT_VC21    |A      |Process Statistics  |Process Statistics                                          |
|  E    |0TCT_VC21    |D      |Process Statistics  |Process Statistics                                          |
|  E    |0TCT_VC21    |M      |Process Statistics  |Process Statistics                                          |
|  E    |0TCT_VC22    |A      |DTP Statistics      |DTP Statistics                                              |
|  E    |0TCT_VC22    |D      |DTP Statistics      |DTP Statistics                                              |
|  E    |0TCT_VC22    |M      |DTP Statistics      |DTP Statistics                                              |
|  E    |0TCT_VC23    |A      |InfoPackage Statisti|InfoPackage Statistics                                      |
|  E    |0TCT_VC23    |D      |InfoPackage Statisti|InfoPackage Statistics                                      |
|  E    |0TCT_VC23    |M      |InfoPackage Statisti|InfoPackage Statistics                                      |
|  E    |0TCT_VCA1    |A      |Front-End and OLAP S|Front-End and OLAP Statistics (Highly Aggregated)           |
|  E    |0TCT_VCA1    |D      |Front-End and OLAP S|Front-End and OLAP Statistics (Highly Aggregated)           |
|  E    |0TCT_VCA1    |M      |Front-End and OLAP S|Front-End and OLAP Statistics (Highly Aggregated)           |
|  E    |0TE_C01      |D      |Contracts (Overview)|Contracts (Overview)                                        |
|  E    |0TE_C02      |D      |Maintenance Order   |Maintenance Order: Transactions                             |
|  E    |0TE_C02_T    |D      |Sales Planning Test |Sales Planning Test InfoCube                                |
|  E    |0TE_C04      |D      |Maintenance Order   |Maintenance Order: Status                                   |
|  E    |0TE_C05      |D      |Maintenance Notific.|Maintenance Notification: Causes                            |
|  E    |0TE_C06      |D      |Sales Planning      |Sales Planning                                              |
|  E    |0TE_C07      |D      |Maintenance Notific.|Maintenance Notification                                    |
|  E    |0TE_C08      |D      |Sales Rev. Analysis |Sales Revenue Analysis                                      |
|  E    |0TE_MC01     |D      |Contracts (Overview)|Contracts (Overview, Analytical Applications)               |
|  E    |0TE_MC02     |D      |Target Group Definit|Target Group Definition                                     |
|  E    |0TE_MC03     |D      |Activations Planning|Activations Planning and Reporting                          |
|  E    |0TE_MC04     |D      |Sales Rev. Analysis |Sales Revenue Analysis                                      |
|  E    |0TE_MC_T     |D      |Test Multi Cube     |Test Multi Cube                                             |
|  E    |0TE_MP02     |D      |Maintenance Order   |Maintenance Order: Transactions                             |
|  E    |0TE_MP04     |D      |Maintenance Order   |Maintenance Order: Status                                   |
|  E    |0TE_MP05     |D      |Maintenance Notifs  |Maintenance Notification: Causes                            |
|  E    |0TE_MP07     |D      |Maintenance Notific.|Maintenance Notification                                    |
|  E    |0TMS_C01     |D      |Shipment Request    |Shipment Request                                            |
|  E    |0TMS_C02     |D      |Shipment Order      |Shipment Order                                              |
|  E    |0TMS_C03     |D      |Shipment            |Shipment                                                    |
|  E    |0TMS_C04     |D      |Shipment Stages     |Shipment Stages                                             |
|  E    |0TMS_MP01    |D      |Shipment Request    |Shipment Request                                            |
|  E    |0TMS_MP02    |D      |Shipment Order      |Shipment Order                                              |
|  E    |0TMS_MP03    |D      |Shipment            |Shipment                                                    |
|  E    |0TMS_MP04    |D      |Shipment Stages     |Shipment Stages                                             |
|  E    |0TM_C01      |D      |Staffing Assignments|Staffing Assignments in Talent Management                   |
|  E    |0TM_MP01     |D      |Talent Management   |Talent Management                                           |
|  E    |0TM_MP02     |D      |Appraisal Criteria  |Appraisal Criteria/Groups (2-Dimensional)                   |
|  E    |0TP_C01      |D      |Reconcil.: Details  |Reconciliation: Details                                     |
|  E    |0TP_C02      |D      |Mismatches          |Reconciliation: Mismatches                                  |
|  E    |0TP_C03      |D      |Open Mismatches     |Reconciliation: Open Mismatches                             |
|  E    |0TP_MP01     |D      |Reconcil.: Details  |Reconciliation: Details                                     |
|  E    |0TRCM_C01    |D      |Planned Amounts     |Planned Amounts                                             |
|  E    |0TRCM_C02    |D      |Planned Amounts     |Planned Amounts - Enhanced                                  |
|  E    |0TRCM_MC1    |D      |Available Amounts   |Planned Amounts - Comparison                                |
|  E    |0TRCM_RC1    |D      |Planned Amounts     |Current Planned Amounts                                     |
|  E    |0TRLP_C01    |D      |Liquidity Planning: |Liquidity Planning: Actual Data                             |
|  E    |0TSC0C000    |D      |0TSC0 Standard InfoC|0TSC0 Standard InfoCube 000                                 |
|  E    |0TSC0C007    |D      |0TSC0  Standard Info|0TSC0  Standard InfoCube 007                                |
|  E    |0TSC0M006    |D      |MulitProv. 0tsct006,|MulitProv. 0tsct006, 0tsct0p6                               |
|  E    |0TSC0M007    |D      |MultiProvider 007   |MultiProvider 007                                           |
|  E    |0TSC0M008    |D      |MultiProvider 008   |MultiProvider 008                                           |
|  E    |0TSC0M0A7    |D      |TSC0-7: similar to 0|TSC0-7: similar to 0TSC0M007                                |
|  E    |0TSC0T001    |D      |0TSC0 Standard real-|0TSC0 Standard real-time InfoCube 001                       |
|  E    |0TSC0T002    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 002                      |
|  E    |0TSC0T003    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 003                      |
|  E    |0TSC0T004    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 004                      |
|  E    |0TSC0T005    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 005                      |
|  E    |0TSC0T006    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 006                      |
|  E    |0TSC0T008    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 008                      |
|  E    |0TSC0T009    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 009                      |
|  E    |0TSC0T010    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 010                      |
|  E    |0TSC0T011    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 011                      |
|  E    |0TSC0T012    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 012                      |
|  E    |0TSC0T013    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 013                      |
|  E    |0TSC0T014    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 014                      |
|  E    |0TSC0T015    |D      |0TSC0 User          |0TSC0 User                                                  |
|  E    |0TSC0T016    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 016                      |
|  E    |0TSC0T017    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 017                      |
|  E    |0TSC0T018    |D      |Demo for Planning Fu|Demo for Planning Functions                                 |
|  E    |0TSC0T0P6    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 0P6                      |
|  E    |0TSC0T0P7    |D      |0TSC0  Standard real|0TSC0  Standard real-time InfoCube 0P7                      |
|  E    |0TSC0T100    |D      |0TSC0 Performance: C|0TSC0 Performance: CR - Planning functions                  |
|  E    |0TSC0TTMP    |D      |0TSC0 BI Planning Sc|0TSC0 BI Planning Scenario: Feature Content Template        |
|  E    |0TSW_C01     |D      |Nomination          |Nomination                                                  |
|  E    |0TSW_C02     |D      |Ticketing           |Ticketing                                                   |
|  E    |0TSW_C03     |D      |Stock Projection Wor|Stock Projection WorkSheet (SPW)                            |
|  E    |0TSW_C04     |D      |Load Discharge Sched|Load Discharge Scheduling for Nomination                    |
|  E    |0TSW_C05     |D      |Nomination Subitem  |Nomination Subitem                                          |
|  E    |0TSW_MP01    |D      |TSW Multiprovider   |TSW Multiprovider                                           |
|  E    |0TV_MP51     |D      |Travel Expense Posti|Travel Expense Postings and Payroll Results                 |
|  E    |0TV_MP52     |D      |Travel and Payroll P|Travel and Payroll Postings to FI                           |
|  E    |0UCCMMP01    |D      |Proc.Manage.Overview|Process Management Overview                                 |
|  E    |0UCCM_C01    |D      |User Proc. Overview |User Process Overview                                       |
|  E    |0UCCM_C02    |D      |Proc.Manage.Overview|Process Management Overview                                 |
|  E    |0UCCM_C03    |D      |Overview: Billing   |Overview of Billing Processes                               |
|  E    |0UCCM_C04    |D      |Overview: Succ.Inv. |Overview: Successful Invoice Processes                      |
|  E    |0UCCM_C05    |D      |Overview: Err.Mess. |Overview: Error Messages that Occurred                      |
|  E    |0UCCRMC01    |D      |Sales statistic NRC |Sales statistic NRC (CRM)                                   |
|  E    |0UCCRMC02    |D      |Forecast NRC (CRM)  |Forecast NRC (CRM)                                          |
|  E    |0UCCRMC03    |D      |Cost Clearing (CRM) |Cost Clearing (CRM)                                         |
|  E    |0UCCRMC04    |D      |Sales statistic NRC |Sales statistic NRC for quotation planning (CRM)            |
|  E    |0UCCRMC05    |D      |Quot. planning (CRM)|Quotation planning (CRM)                                    |
|  E    |0UCCRMC07    |D      |Quot. Analysis (CRM)|Quotation Analysis (CRM)                                    |
|  E    |0UCCRMC08    |D      |Rates Distribution C|Rates Sales Costs (CRM)                                     |
|  E    |0UCCRMC09    |D      |Rates Billing Costs |Rates Billing Costs (CRM)                                   |
|  E    |0UCCRMC10    |D      |Quotation Pipeline  |Quotation Pipeline                                          |
|  E    |0UCCRMC11    |D      |Opportunity Planning|Opportunity Planning                                        |
|  E    |0UCCRMC12    |D      |Opportunity Pipeline|Opportunity Pipeline                                        |
|  E    |0UCC_MC01    |D      |Quotation Planning  |Quotation Planning Planned/Actual (Review)                  |
|  E    |0UCC_MC02    |D      |Quotation Planning  |Quotation Planning Planned/Actual (Forecast)                |
|  E    |0UCC_MC03    |D      |Sales Pipeline and  |Sales Pipeline and Funnel Analysis                          |
|  E    |0UCEDMC01    |D      |MR Data Aggregated  |Meter Reading Data Aggregated                               |
|  E    |0UCEDMVC1    |D      |Profile Values (RC) |Profile Values (Remote Cube) - Point of Delivery Selection  |
|  E    |0UCEDMVC2    |D      |Profile Values (RC) |Profile Values (Remote Cube) - Profile Selection            |
|  E    |0UCMA_C01    |D      |Cons. and Revenue   |Consumption and Revenue for Target Group Selection          |
|  E    |0UCMA_C02    |D      |Cons. and Revenue   |Consumption and Revenue for Campaign Analysis               |
|  E    |0UCSA_C01    |D      |Sales Statistics    |Sales Statistics (Use 0UCSA_C05)                            |
|  E    |0UCSA_C04    |D      |Billing Control     |Billing Control                                             |
|  E    |0UCSA_C05    |D      |Sales Statistics    |Sales Statistics (Basic Key Figures)                        |
|  E    |0UCSA_C06    |D      |Simulated Billings  |Simulated Billings                                          |
|  E    |0UCSS_C02    |D      |Stock Stats for BP  |Stock Statistics for Business Partner                       |
|  E    |0UCSS_C03    |D      |Stock Stats: Cont.  |Stock Statistics for Contract Account                       |
|  E    |0UCSS_C04    |D      |Stock Stats: Cont.  |Stock Statistics for Contract                               |
|  E    |0UCSS_C05    |D      |Stock Stats: Inst.  |Stock Statistics for Installations                          |
|  E    |0UCSS_C06    |D      |Stock Stats: ConnObj|Stock Statistics for Connection Object                      |
|  E    |0UCSS_C07    |D      |Stock Stats: Premise|Stock Statistics for Premise                                |
|  E    |0UCSS_C08    |D      |Stock Stats for DL  |Stock Statistics for Device Location                        |
|  E    |0UCSS_C09    |D      |Stock Stats: PC     |Stock Statistics for Partner Contact                        |
|  E    |0UCSS_C10    |D      |Stock Stats: Device |Stock Statistics: Device                                    |
|  E    |0UCSS_C11    |D      |Stock Statistics: RV|Stock Statistics for Reference Values                       |
|  E    |0UCSS_C12    |D      |Disconn./Reconn.    |Historical Disconnection/Reconnection                       |
|  E    |0UCSS_C13    |D      |Waste Disposal Order|Waste Disposal Order (OBSOLETE)                             |
|  E    |0UCS_MC01    |D      |Sim/Act. Sales Stats|Simulated/Actual Sales Statistics                           |
|  E    |0UCTS_C12    |D      |Trans-Stats:Move I/O|Transaction Statistics for Move-In/Out (Obsolete)           |
|  E    |0UCTS_C13    |D      |Trans. Stats: RM    |Transaction Statistics for Rate Maintenance (Obsolete)      |
|  E    |0UCTS_C14    |D      |TransStats: InstDis.|Transaction Stats for Installation Disconnection (Obsolete) |
|  E    |0UCTS_C15    |D      |TranStats:Inst./Rem.|Transaction Stats: Billing-Related Inst./Removal (Obsolete) |
|  E    |0UCTS_C16    |D      |TranStats: Invoicing|Transaction Statistics: Single Invoicing (Obsolete)         |
|  E    |0UCTS_C17    |D      |TransStats SubpBill.|Transaction Statistics: Subperiodic Billing (Obsolete)      |
|  E    |0UCTS_C18    |D      |Trans Stats for Devs|Transaction Statistics for Device Inst./Removal (Obsolete)  |
|  E    |0UCTS_C19    |D      |TransStats for Certs|Transaction Statistics for Certifications (Obsolete)        |
|  E    |0UCTS_C20    |D      |Trans Stats for LP  |Transaction Statistics: Lot Procedure (Obsolete)            |
|  E    |0UCWA_C01    |D      |Header Data for WDO |Header Data for Waste Disposal Order                        |
|  E    |0UCWA_C02    |D      |Item Data for WDO   |Item Data for Waste Disposal Order                          |
|  E    |0UCWA_C03    |D      |Resrce. Data for WDO|Resource Data for Waste Disposal Order                      |
|  E    |0UCWA_C04    |D      |Weigh. Data for WDO |Weighing Data for Waste Disposal Order                      |
|  E    |0VBM_C01     |D      |VBM: Pos.+ Mkt Data |VBM: Positions and Market Data                              |
|  E    |0VBM_C02     |D      |VBM:Risk Key Figures|VBM: Risk Key Figures                                       |
|  E    |0VBM_M01     |D      |VBM:Pos.+ Risk KeyF |VBM: Positions and Risk Key Figures                         |
|  E    |0VBM_M02     |D      |VBM: Positions      |VBM: Positions                                              |
|  E    |0VKC01       |D      |Voice Application Ca|Voice Application Call Data                                 |
|  E    |0VKC02       |D      |Voice Application Di|Voice Application Dialog Data                               |
|  E    |0VKC03       |D      |Voice Application Sy|Voice Application System Snapshot Data                      |
|  E    |0VK_MC01     |D      |Voice Application Ca|Voice Application Call Data                                 |
|  E    |0VK_MC02     |D      |Voice Application Di|Voice Application Dialog Data                               |
|  E    |0VK_MC03     |D      |Voice Application Sy|Voice Application System Snapshot Data                      |
|  E    |0WBS_C01     |A      |WBS: Costs and allcs|WBS: Costs and allocations                                  |
|  E    |0WBS_C01     |D      |COOMWBS:Costs&Allcs |CO-OM-WBS: Costs and Allocations (old version, do not use)  |
|  E    |0WBS_C01     |M      |WBS: Costs and allcs|WBS: Costs and allocations                                  |
|  E    |0WBS_C02     |A      |WBS: Stat. key figs |WBS: Statistical key figures                                |
|  E    |0WBS_C02     |D      |CO-OMWBS:StatKeyFigs|CO-OM-WBS: Statistical Key Figures                          |
|  E    |0WBS_C02     |M      |WBS: Stat. key figs |WBS: Statistical key figures                                |
|  E    |0WBS_C11     |D      |CO-OM-WBS:Cts&Alctns|CO-OM-WBS: Costs and Allocations                            |
|  E    |0WEB_C01     |D      |Standrd Web Log File|Standard Web Log File                                       |
|  E    |0WEB_C04     |D      |Web Analysis Event  |Web Analysis Events & Items                                 |
|  E    |0WEB_MP01    |D      |E-Business Event    |E-Business Event & Article                                  |
|  E    |0WFD_C01     |D      |WFD Demand/Resource |WFD Demand/Resource Qualifications                          |
|  E    |0WFD_C02     |D      |WFD Timestreams/Assi|WFD Timestreams/Assignments                                 |
|  E    |0WFD_MC01    |D      |WFD Resource/Demand |WFD Resource/Demand MultiProvider                           |
|  E    |0WFM_C01     |D      |WFM Avail.of all EEs|WFM Availability of All Employees                           |
|  E    |0WFM_C02     |D      |WFM Assgmts cProject|WFM Assignments for cProjects                               |
|  E    |0WM_C01      |D      |Aggregated Executed |Aggregated Executed Workload                                |
|  E    |0WM_C02      |D      |Aggregated Exception|Aggregated Exceptions                                       |
|  E    |0WM_C04      |D      |Warehouse Orders    |Warehouse Orders                                            |
|  E    |0WM_C05      |D      |Warehouse Tasks     |Warehouse Tasks                                             |
|  E    |0WM_C06      |D      |Aggregated Delivery |Aggregated Delivery Items                                   |
|  E    |0WM_C07      |D      |Storage Bins        |Storage Bins                                                |
|  E    |0WM_C09      |D      |Strategic Planning -|Strategic Planning - Reporting Data                         |
|  E    |0WM_C10      |D      |Strategic Planning -|Strategic Planning - Planning Data                          |
|  E    |0WM_MP01     |D      |Results Measurement |Results Measurement Services                                |
|  E    |0WM_MP02     |D      |Executed Workload   |Executed Workload                                           |
|  E    |0WM_MP03     |D      |Aggregated Executed |Aggregated Executed Workload                                |
|  E    |0WM_MP04     |D      |Aggregated Exception|Aggregated Exceptions                                       |
|  E    |0WM_MP05     |D      |Warehouse Orders and|Warehouse Orders and Tasks                                  |
|  E    |0WM_MP06     |D      |Aggregated Delivery |Aggregated Delivery Items                                   |
|  E    |0WM_MP07     |D      |Storage Bins        |Storage Bins                                                |
|  E    |0WS_BVC01    |D      |Gross Sales         |Gross Sales                                                 |
|  E    |0WS_BVC02    |D      |Chargeback Request  |Chargeback Request                                          |
|  E    |0WS_C01      |D      |Reporting: Survey Re|Reporting: Survey Results                                   |
|  E    |0WS_MC01     |D      |Business Volume     |Business Volume                                             |
|  E    |0WS_MC02     |D      |Actual & Potential R|Actual & Potential Revenue                                  |
|  E    |0WS_MC03     |D      |Next Scale Revenue  |Next Scale Revenue                                          |
|  E    |0WS_MC04     |D      |Simulated Revenue   |Simulated Revenue                                           |
|  E    |0WS_MC05     |D      |Sales and Inventory |Sales and Inventory w/o Employee Data                       |
|  E    |0WS_MC06     |D      |Sales and Inventory |Sales and Inventory with Employee Data                      |
|  E    |0WS_RC02     |D      |Actual & Potential R|Actual & Potential Revenue                                  |
|  E    |0WS_RC03     |D      |Next Scale Revenue  |Next Scale Revenue                                          |
|  E    |0WS_RC04     |D      |Simulated Revenue   |Simulated Revenue                                           |
|  E    |0WS_RMC01    |D      |Business Volume     |Business Volume                                             |
|  E    |0WTRANS2     |M      |abc                 |wtrans2 / not local cube                                    |
|  E    |0XSA_C01     |D      |xSA Global Spend Ana|xSA Global Spend Analysis - Finance Data (Counts)           |
|  E    |0XSA_C02     |D      |xSA Global Spend Ana|xSA Global Spend Analysis - Finance Data                    |
|  E    |0XSA_C04     |D      |xSA Global Spend Ana|xSA Global Spend Analysis - Contract Data                   |
|  E    |0XSA_C05     |D      |xSA Global Spend Ana|xSA Global Spend Analysis - Purchase Order Data             |
|  E    |0XSA_C07     |D      |xSA Global Spend Ana|xSA Global Spend Analysis - Project Data                    |
|  E    |0XSA_C08     |D      |xSA Global Spend Ana|xSA Global Spend Analysis - Program Data                    |
|  E    |0XSA_MP01    |D      |xSA Global Spend Ana|xSA Global Spend Analysis                                   |
|  E    |0XSA_MP02    |D      |Status Reporting    |Status Reporting                                            |
|  E    |0XSA_MP03    |D      |xSA Inbound Area    |xSA Inbound Area                                            |
|  E    |0XSA_VP01    |D      |Status Reporting    |Status Reporting                                            |
|  E    |100000       |D      |BW Statistics       |BW Statistics                                               |
|  E    |100038       |A      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |100038       |M      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |100039       |A      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100039       |M      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100040       |A      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100040       |M      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100041       |A      |LAR Pocket Sales    |LAR Pocket Sales                                            |
|  E    |100041       |M      |LAR Pocket Sales    |LAR Pocket Sales                                            |
|  E    |100044       |A      |US&C Pocket Sales   |US&C Pocket Sales                                           |
|  E    |100044       |M      |US&C Pocket Sales   |US&C Pocket Sales                                           |
|  E    |100045       |A      |US&C Pocket Sales   |US&C Pocket Sales                                           |
|  E    |100045       |M      |US&C Pocket Sales   |US&C Pocket Sales                                           |
|  E    |100046       |A      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100046       |M      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100047       |A      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100047       |M      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100048       |A      |LAR Pocket Sales    |LAR Pocket Sales                                            |
|  E    |100048       |M      |LAR Pocket Sales    |LAR Pocket Sales                                            |
|  E    |100049       |A      |LAR Pocket Sales    |LAR Pocket Sales                                            |
|  E    |100049       |M      |LAR Pocket Sales    |LAR Pocket Sales                                            |
|  E    |100050       |A      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |100050       |M      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |100051       |A      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |100051       |M      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |100052       |A      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100052       |M      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |100053       |A      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |100053       |M      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |100057       |A      |CMIS Inventory Detai|CMIS Inventory Detail InfoCube                              |
|  E    |100057       |M      |CMIS Inventory Detai|CMIS Inventory Detail InfoCube                              |
|  E    |100061       |A      |P&L Document Detail |P&L Document Detail                                         |
|  E    |100061       |M      |P&L Document Detail |P&L Document Detail                                         |
|  E    |100069       |A      |Procurement - Totals|Procurement - Totals Records                                |
|  E    |100069       |M      |Procurement - Totals|Procurement - Totals Records                                |
|  E    |100071       |A      |SEM - Actuals and Es|SEM - Actuals and Estimates 2009 - InfoCube                 |
|  E    |100071       |M      |SEM - Actuals and Es|SEM - Actuals and Estimates 2009 - InfoCube                 |
|  E    |100072       |A      |SEM - Actuals and Es|SEM - Actuals and Estimates 2008 - InfoCube                 |
|  E    |100072       |M      |SEM - Actuals and Es|SEM - Actuals and Estimates 2008 - InfoCube                 |
|  E    |100073       |A      |SEM - Actuals and Es|SEM - Actuals and Estimates 2009 - InfoCube                 |
|  E    |100073       |M      |SEM - Actuals and Es|SEM - Actuals and Estimates 2009 - InfoCube                 |
|  E    |100074       |A      |SEM - Actuals and Es|SEM - Actuals and Estimates 2008 - InfoCube                 |
|  E    |100074       |M      |SEM - Actuals and Es|SEM - Actuals and Estimates 2008 - InfoCube                 |
|  E    |100082       |A      |SEM - Actuals and Es|SEM - Actuals and Estimates 2010 - InfoCube                 |
|  E    |100082       |M      |SEM - Actuals and Es|SEM - Actuals and Estimates 2010 - InfoCube                 |
|  E    |100083       |A      |SEM - Actuals and Es|SEM - Actuals and Estimates 2010 - InfoCube                 |
|  E    |100083       |M      |SEM - Actuals and Es|SEM - Actuals and Estimates 2010 - InfoCube                 |
|  E    |100084       |A      |Front-End and OLAP S|Front-End and OLAP Statistics (Aggregated)                  |
|  E    |100084       |M      |Front-End and OLAP S|Front-End and OLAP Statistics (Aggregated)                  |
|  E    |100085       |A      |Front-End and OLAP S|Front-End and OLAP Statistics (Aggregated)                  |
|  E    |100085       |M      |Front-End and OLAP S|Front-End and OLAP Statistics (Aggregated)                  |
|  E    |100086       |A      |Front-End and OLAP S|Front-End and OLAP Statistics (Aggregated)                  |
|  E    |100086       |M      |Front-End and OLAP S|Front-End and OLAP Statistics (Aggregated)                  |
|  E    |100087       |A      |DTP Statistics      |DTP Statistics                                              |
|  E    |100087       |M      |DTP Statistics      |DTP Statistics                                              |
|  E    |100088       |A      |Process Statistics  |Process Statistics                                          |
|  E    |100088       |M      |Process Statistics  |Process Statistics                                          |
|  E    |100089       |A      |Process Statistics  |Process Statistics                                          |
|  E    |100089       |M      |Process Statistics  |Process Statistics                                          |
|  E    |100090       |A      |InfoPackage Statisti|InfoPackage Statistics                                      |
|  E    |100090       |M      |InfoPackage Statisti|InfoPackage Statistics                                      |
|  E    |FABCUBE2     |M      |Sales analysis      |Sales analysis                                              |
|  E    |RSVER        |A      |InfoCube for verif. |InfoCube for verification                                   |
|  E    |TTMK         |M      |Cost centers (test) |Cost centers (test transport)                               |
|  E    |YUSC_C01     |A      |US&C Pocket Sales - |US&C Pocket Sales - Redim Prototype                         |
|  E    |YUSC_C01     |M      |US&C Pocket Sales - |US&C Pocket Sales - Redim Prototype                         |
|  E    |ZC00004      |A      |WW BU Profitability |WW BU Profitability Reporting InfoCube                      |
|  E    |ZC00004      |M      |WW BU Profitability |WW BU Profitability Reporting InfoCube                      |
|  E    |ZC00006      |A      |Sales Growth and Vol|Sales Growth and Volume Price Exchange                      |
|  E    |ZC00006      |M      |Sales Growth and Vol|Sales Growth and Volume Price Exchange                      |
|  E    |ZC00008      |A      |Margin Reporting Inf|Margin Reporting Infocube                                   |
|  E    |ZC00008      |M      |Margin Reporting Inf|Margin Reporting Infocube                                   |
|  E    |ZC00010      |A      |Profitability Report|Profitability Reporting InfoCube                            |
|  E    |ZC00010      |M      |Profitability Report|Profitability Reporting InfoCube                            |
|  E    |ZC00013      |A      |Sales Growth and Vol|Sales Growth and Volume Price Exchange Cube                 |
|  E    |ZC00013      |M      |Sales Growth and Vol|Sales Growth and Volume Price Exchange Cube                 |
|  E    |ZC00014      |A      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |ZC00014      |M      |EAMER Pocket Sales  |EAMER Pocket Sales                                          |
|  E    |ZC00016      |A      |US&C Pocket Sales   |US&C Pocket Sales                                           |
|  E    |ZC00016      |M      |US&C Pocket Sales   |US&C Pocket Sales                                           |
|  E    |ZC00018      |A      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |ZC00018      |M      |GAR Pocket Sales    |GAR Pocket Sales                                            |
|  E    |ZC00020      |A      |Reportable Account I|Reportable Account InfoCube                                 |
|  E    |ZC00020      |M      |Reportable Account I|Reportable Account InfoCube                                 |
|  E    |ZC00021      |A      |Unit Mfg Cost Infocu|Unit Mfg Cost Infocube                                      |
|  E    |ZC00021      |M      |Unit Mfg Cost Infocu|Unit Mfg Cost Infocube                                      |
|  E    |ZC00022      |A      |Free Product Infocub|Free Product Infocube                                       |
|  E    |ZC00022      |M      |Free Product Infocub|Free Product Infocube                                       |
|  E    |ZC00025      |A      |Procurement - Totals|Procurement - Totals Records                                |
|  E    |ZC00025      |M      |Procurement - Totals|Procurement - Totals Records                                |
|  E    |ZC00026      |A      |Inventory Movements |Inventory Movements                                         |
|  E    |ZC00026      |M      |Inventory Movements |Inventory Movements                                         |
|  E    |ZC00027      |A      |Inventory Values Mul|Inventory Values Multicube                                  |
|  E    |ZC00027      |M      |Inventory Values Mul|Inventory Values Multicube                                  |
|  E    |ZC00031      |A      |Vendor Invoice/Purch|Vendor Invoice/Purchasing Data                              |
|  E    |ZC00031      |M      |Vendor Invoice/Purch|Vendor Invoice/Purchasing Data                              |
|  E    |ZC00032      |A      |CMIS Process and Res|CMIS Process and Resource Center InfoCube                   |
|  E    |ZC00032      |M      |CMIS Process and Res|CMIS Process and Resource Center InfoCube                   |
