19.04.2015                                        Dynamic List Display                                               1
----------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------
|  LANGU|LOGDPID                       |OBJVERS|VARIANT |TEXT                                                        |
|  E    |ZPAK_46J71QD91DOFZE8EJGJ1YYH3Q|D      |CUSTOMER|Full Package for the Updating of ODS 0BADRDS01              |
|  E    |ZPAK_46J71QKXKCA5I0RUPALE90FTI|D      |CUSTOMER|Init Package for Updating ODS 0BADRDS01                     |
|  E    |ZPAK_46J71QSM3AVV0NBAV4NQJ2EJA|D      |CUSTOMER|Init Package for Updating ODS 0BADRDS01                     |
|  E    |ZPAK_46J71R0AM9HKJ9UR0YQ2T4D92|D      |CUSTOMER|Full Package for Update by ODS 0EM_DS01                     |
|  E    |ZPAK_46LU7I186IDPE52R5FS1A0GER|A      |CUSTOMER|Manual ALE Delta Sales Order Item (2LIS_11_VAITM)           |
|  E    |ZPAK_46OJINHZE3L6713CEWQKK6NNH|A      |CUSTOMER|Manual SAP Reporting Unit Attributes                        |
|  E    |ZPAK_46OJIZVHXUKA7CFDTCICRCL6L|A      |CUSTOMER|Manual SAP Dest Country Attributes                          |
|  E    |ZPAK_46OLTARK4UHP1OG5QHQTJSL6L|A      |CUSTOMER|Manual SAP Dest Region Text                                 |
|  E    |ZPAK_46OLU4MXVEWXHC30FEUKNFLFH|A      |CUSTOMER|Manual SAP Reporting Unit Text                              |
|  E    |ZPAK_46OLVDVDJ6R762M6SGMVV018D|A      |CUSTOMER|Manual SAP PPL Attributes                                   |
|  E    |ZPAK_46ONSPH4DE4088LIU7KYTM3O3|A      |CUSTOMER|Manual SAP Company Code Text                                |
|  E    |ZPAK_46QBF6L50MBRWONR3MYMM1OOT|A      |CUSTOMER|Manual Load IVS Detail Feed Pkg 1                           |
|  E    |ZPAK_46QBGNPS5YH9QL6JGL5K5MSZH|A      |CUSTOMER|Manual Load IVS Detail Feed Pkg 3                           |
|  E    |ZPAK_46QBGP7NV9FDXOCH26VOYQ2IL|A      |CUSTOMER|Manual Load IVS Detail Feed Pkg 2                           |
|  E    |ZPAK_46QBHCGT9GFHR7UM9GP4JYO1P|A      |CUSTOMER|Manual Load IVS Detail Feed Pkg 4                           |
|  E    |ZPAK_46YG6RYPEN8IYWTK7AKLCPAGT|A      |CUSTOMER|Manual Correction Load of Photocost & Duty Costs            |
|  E    |ZPAK_46YG80ZGJGH350TAEIAKA7RJX|A      |CUSTOMER|Manual Correction load from VPE + CMIS ODS                  |
|  E    |ZPAK_47HDMFNITU7GWLT1XD921QQDV|A      |CUSTOMER|China Legacy History Load                                   |
|  E    |ZPAK_47I3B7YPGP23O5VNIRSZEXR0Z|A      |CUSTOMER|Manual Delta Package for Update by ODS ZO00060 to ZC00052   |
|  E    |ZPAK_47LTNSURI7ASB9IKK1LJ6THQK|A      |CUSTOMER|0EC_PCA_3 - Profit Center: Actual Line Items delta -SIR10554|
|  E    |ZPAK_47OSYECZ34FYFVOGA4VB6QBYK|A      |CUSTOMER|Manual Load Material Class Attributes 2                     |
|  E    |ZPAK_47XE3S8ZLJDAXSSV34HE4SDVH|A      |CUSTOMER|Manual ALE Country Text (ZX_0COUNTRY)                       |
|  E    |ZPAK_47XX8JNCDPT1MNMVZUVEJK843|A      |CUSTOMER|Manual ALE DP Cluster Text Selective (ZX_ZDPCLSTR)          |
|  E    |ZPAK_47XYUKJDKONX1L28MEXOZYUC3|A      |CUSTOMER|Manual ALE DP Region Text Selective (ZX_ZDPREGN)            |
|  E    |ZPAK_47XYV7KYGHSGX7EQ4LYJ5UZO3|A      |CUSTOMER|Manual ALE DP Sub-Region Text Selective (ZX_ZDPSRGN)        |
|  E    |ZPAK_47Y0QC2KXH570K8GOVNZJ09X9|A      |CUSTOMER|Maestro ALE DP Region Text Selective (ZX_ZDPREGN)           |
|  E    |ZPAK_47Y0QHTZ5FFBZGTL2FF72HB99|A      |CUSTOMER|Maestro ALE DP Sub-Region Text Selective (ZX_ZDPSRGN)       |
|  E    |ZPAK_47Y0Y52TRF8XS60GUU30N5265|A      |CUSTOMER|Maestro ALE Country Text (ZX_0COUNTRY)                      |
|  E    |ZPAK_47Y0YU1JDVSVBF7ZTJOXBIVY5|A      |CUSTOMER|Maestro ALE DP Cluster Text Selective (ZX_ZDPCLSTR)         |
|  E    |ZPAK_47YB088681XWM8Q2J2EOPINMB|A      |CUSTOMER|Manual Delta Init for 8ZC00070 to ZC00066                   |
|  E    |ZPAK_47YB31DB7HGCREXA6UKXPO2S3|A      |CUSTOMER|Manual Full Load for 8ZC00070 to ZC00066                    |
|  E    |ZPAK_47YB34561ZAKHJY4APFDCDM37|A      |CUSTOMER|Manual Delta for 8ZC00070 to ZC00066                        |
|  E    |ZPAK_47YB36HNUJXD6FW22W54EZ7YR|A      |CUSTOMER|Manual Delta Init for 8ZC00095 to ZC00066                   |
|  E    |ZPAK_47YB3MPFVLR8I0Y6ED31N4IDV|A      |CUSTOMER|Manual Full Load for 8ZC00095 to ZC00066                    |
|  E    |ZPAK_47YB3OEW3AKWN19RP1LRVK843|A      |CUSTOMER|Delta for 8ZC00095 to ZC00066                               |
|  E    |ZPAK_47YB3SW75H8SI6M73KYXQPH5F|A      |CUSTOMER|Manual Delta Init for 8ZC00081 to ZC00066                   |
|  E    |ZPAK_47YB3XL6QMIDVYI2NYEFVWOWJ|A      |CUSTOMER|Manual Full Load for 8ZC00081 to ZC00066                    |
|  E    |ZPAK_47YB40D1L4CLM3IWRT8VIM87N|A      |CUSTOMER|Delta for 8ZC00081 to ZC00066                               |
|  E    |ZPAK_47Z3OGZNWMAYPDT0UXTSKSC9F|A      |CUSTOMER|Manual ZPROFCTR Attr from Flat File ( Full )                |
|  E    |ZPAK_483K5YFRUW5WDV8VLCV8QD4CD|A      |CUSTOMER|Maestro Delta for 8ZC00070 to ZO00078                       |
|  E    |ZPAK_483K6ADXCPXLCXI0O4ICDF4FX|A      |CUSTOMER|Maestro Delta for 8ZC00095 to ZC00066                       |
|  E    |ZPAK_483K6JK801V2LUQBN1B0DRL8D|A      |CUSTOMER|Maestro Delta for 8ZC00081 to Data Targets                  |
|  E    |ZPAK_485E6GI3I0VHUJ02BAH4XJHOD|A      |CUSTOMER|Manual Delta for 8ZC00069 to ZC00066                        |
|  E    |ZPAK_48778F2253TYJUXBKYNBOHT19|A      |CUSTOMER|Manual Load for CA01EKTOT2008                               |
|  E    |ZPAK_487HV627K0829ZXDM0I3YWRGZ|A      |CUSTOMER|Manual Load Thailand History                                |
|  E    |ZPAK_487NEYDY4ZLOBEPCM0MCTLPG3|A      |CUSTOMER|Manual Load for CA01EKTOT2008_Latest                        |
|  E    |ZPAK_4899C2HRCEN56Q2JTNNJGY6FN|A      |CUSTOMER|Manual Load Material Sales Plant Attr-2                     |
|  E    |ZPAK_48AQSBHLKCWGWS32IEO62D7GS|A      |CUSTOMER|Manual Load PCA Actual Line Item ODS from GCG Hyperion      |
|  E    |ZPAK_48K93LJZSP3YHGP1DCX6MWBP9|A      |CUSTOMER|Manual SAP PPL Attributes_Mahesh                            |
|  E    |ZPAK_48PGT9GUQQKJL778GTO5OT34J|A      |CUSTOMER|Manual Infopkg                                              |
|  E    |ZPAK_48PHQSPNW2UD28Y6R97JG9LHV|A      |CUSTOMER|Manual ALE Cost Center Attr_New                             |
|  E    |ZPAK_48QUSQ2WGKTKD0RII7W65XQFN|A      |CUSTOMER|Manual Delta for 8ZC00095 to ZC00066                        |
|  E    |ZPAK_48RJYRGSEJK8IH9G0LG9MXKPF|A      |CUSTOMER|Manual Hyperion Profit Center File Load                     |
|  E    |ZPAK_48RKUKW4NL4TR2449O6IBTEF1|A      |CUSTOMER|Manual Load Balance to Hyperion                             |
|  E    |ZPAK_48SG8CWMNBPHP4QO53JX9S45V|A      |CUSTOMER|Hyperion Account Attributes - It has Main Account           |
|  E    |ZPAK_48SHENB2M2TXWD1BXFKUQJXA5|A      |CUSTOMER|Hyperion Attributes - v2                                    |
|  E    |ZPAK_48SI0K44KB7CJ8USTXVQCZMM5|A      |CUSTOMER|Manual Full ALE Cost Center Attr                            |
|  E    |ZPAK_48SSW6JUR9379MN1A3Q03EQM5|A      |CUSTOMER|Manual Hyperion Load 2008-01 v2.                            |
|  E    |ZPAK_48SVVMQWJPQ9IJZN2Y08JCW7N|A      |CUSTOMER|Manual Hyperion Load 2008-01 v6.                            |
|  E    |ZPAK_48T6E79SZKUZPE3Q384JEJ03H|A      |CUSTOMER|Hyperion Bal. 2008-01 3rd load csv v7.                      |
|  E    |ZPAK_48V2CGDYO8VZYAZBEZSJE60B7|A      |CUSTOMER|Manual PRD PO to DS1 Delta                                  |
|  E    |ZPAK_48V2N7NQYZK3N6E2CLIJL70VX|A      |CUSTOMER|Manual load - Catalog Text - 0CAT_TYPE_TEXT                 |
|  E    |ZPAK_48V2XALTK01UJ5IOI7PX9RL8D|A      |CUSTOMER|Manual Load Activity type attr -0ACTTYPE_ATTR               |
|  E    |ZPAK_48V2XFQ672IUY6HGE9A3Z2QF1|A      |CUSTOMER|Manual load Status(Text) - 0BBP_STATUS_TEXT                 |
|  E    |ZPAK_48V4X6RBWDVXFI81TXFZ4RKN1|A      |CUSTOMER|Manual Load Activity Type (Text)                            |
|  E    |ZPAK_48V5Y8TLU0HEEEL8NU3OE2NGD|A      |CUSTOMER|Manual load Activity Type (Text) - 0ACTTYPE_TEXT            |
|  E    |ZPAK_48V5YMWKLGA6JQ8VCYE6TOAPP|A      |CUSTOMER|Manual load Activity Mode (Text) - ZACTMODE_TEXT            |
|  E    |ZPAK_48V5Z93FDEZWCUFK7T5NVCL6L|A      |CUSTOMER|Manual Load - Product Code Attribute - ZX_CRM_PROD_ATTR     |
|  E    |ZPAK_48V5ZJ4G4LC7O9TNU27OZWWU5|A      |CUSTOMER|Manual Load - Product Code Text - ZX_CRM_PROD_TEXT          |
|  E    |ZPAK_48V6Z7U7HVZ64EBSPK8VYB96L|A      |CUSTOMER|Manual Load - 0CRM_RSN_GR Problem Class_Text                |
|  E    |ZPAK_48V74VLSZ65XZ17NMIWVC87R1|A      |CUSTOMER|Manual Load - Product Object Family - Text                  |
|  E    |ZPAK_48V75624NVSIZELLI18BVG3LP|A      |CUSTOMER|Manual  Load - AGENT -ATTR                                  |
|  E    |ZPAK_48V78URW9QVESUMUBHOHLDWZH|A      |CUSTOMER|MANUAL LOAD - Agent Text                                    |
|  E    |ZPAK_48V7DS342VWL3GNZ2WL6U6N99|A      |CUSTOMER|Manual Init Load - Activity item  ODS ZO00063 to ZC00101    |
|  E    |ZPAK_48V7GOV35EWEEOTSXQCYROX8D|A      |CUSTOMER|Manual Load for DW03941ACT to ZC00063                       |
|  E    |ZPAK_48V7JAQXTR1KZ64BDNB2TT7P9|A      |CUSTOMER|Manual Load - 0CRM_RSN_CO Problem Subclass Text             |
|  E    |ZPAK_48V7JULAT4LFANJ6U9GTMXU7X|A      |CUSTOMER|Manual Load - ZCOMPONEN Text                                |
|  E    |ZPAK_48V7VI24SH0SR8X9NK5SRVN0D|A      |CUSTOMER|Manual Load  for DW03940CAS to ZO00065                      |
|  E    |ZPAK_48V7W3TMIIJ3J4126QSL9G01P|A      |CUSTOMER|Manual Load for DW03940CAS to ZC00062                       |
|  E    |ZPAK_48V86IHZEDFS2KPET8ZJP9DFH|A      |CUSTOMER|Manual  Init Load - Activity ODS ZO00062 to ZC00100         |
|  E    |ZPAK_48VBHN3R4VZS42VLBUGOCZL19|A      |CUSTOMER|Maestro Load - AGENT -ATTR                                  |
|  E    |ZPAK_48VBLOES86QY3GQWH4FO3LUM5|A      |CUSTOMER|Maestro LOAD - Agent Text                                   |
|  E    |ZPAK_48VBLZAJ37I3HEASQPR2CE14T|A      |CUSTOMER|Maestro Load - Product Group - Text                         |
|  E    |ZPAK_48VBP16EC824XUJ07T8Q6HNWD|A      |CUSTOMER|Maestro Load - ZCOMPONEN Text                               |
|  E    |ZPAK_48VC4PRIQGQ4RXPADCS1P9BUL|A      |CUSTOMER|Maestro Load - Product Code Text - ZX_CRM_PROD_TEXT         |
|  E    |ZPAK_48VC4U8CN0836PERQKZPIJZNH|A      |CUSTOMER|Maestro Load - Product Code Attribute - ZX_CRM_PROD_ATTR    |
|  E    |ZPAK_48VC5DVI92V88OR0OQ4L9FARH|A      |CUSTOMER|Maestro Load - 0CRM_RSN_GR Problem Class_Text               |
|  E    |ZPAK_48VC5KPB3U5WSQ1DVG7I765OD|A      |CUSTOMER|Maestro Load - 0CRM_RSN_CO Problem Subclass Text            |
|  E    |ZPAK_48VCB4F3YGEGKYPKRMKO74J6B|A      |CUSTOMER|Manual  Delta Load - Activity ODS ZO00062 to ZC00100        |
|  E    |ZPAK_48VE9MVQR6IMM4PQRSJ9JNO5V|A      |CUSTOMER|Manual Delta Load - Activity item  ODS ZO00063 to ZC00101   |
|  E    |ZPAK_48WCM12NLYEKA0TZ8IJTSQIPP|A      |CUSTOMER|Maestro Load for DW03940CAS to ZC00062                      |
|  E    |ZPAK_48WCM96JMHBHXTD1E90SET5X9|A      |CUSTOMER|Maestro Delta Load - Activity ODS ZO00062 to ZC00100        |
|  E    |ZPAK_48WEC9WYLOT3KCGIIHK7THLQ5|A      |CUSTOMER|Maestro Load  for DW03940CAS to ZO00065                     |
|  E    |ZPAK_48WECIG7O4XG9E2GZW5UZO6D9|A      |CUSTOMER|Maestro Load for DW03941ACT to ZC00063                      |
|  E    |ZPAK_48WRZFOLQ2JAPKTZNEX87RMF1|A      |CUSTOMER|Maestro Delta Load - Activity item  ODS ZO00063 to ZC00101  |
|  E    |ZPAK_493W5U6ZT1OHROMVSY2VXU80J|A      |CUSTOMER|Manual Hyperion load 2008-02 v1.                            |
|  E    |ZPAK_4940SOAG5W9LIOUX9LRBBDHJG|A      |CUSTOMER|Delivery Item data from PSA Archive - Logs                  |
|  E    |ZPAK_4944TS7ARG29HDFFA4G391N9V|A      |CUSTOMER|P521 GCG UK-Nordic Legacy History loads                     |
|  E    |ZPAK_49462V3LFONT46W6HEILKB0UK|A      |CUSTOMER|0EC_PCA_3 - Profit Center: Actual Line Items full-Test      |
|  E    |ZPAK_494QV3XEQS2CC7SSYF5VY4UGT|A      |CUSTOMER|Manual Hyperion load 2008-02 v2.                            |
|  E    |ZPAK_494RVFHA8HAQ4CRZW71ADODUB|A      |CUSTOMER|Manual Hyperion Transactional Load-1                        |
|  E    |ZPAK_499A8POYHYZ3MM0R4FL8V8J0D|A      |CUSTOMER|Manual Load GCG SAP Creo P&L                                |
|  E    |ZPAK_499BP14CFOZVKBXR9TPDDU43H|A      |CUSTOMER|Manual Load GCG Hyperion P&L                                |
|  E    |ZPAK_49A4BE8OAUI59P9KA2QI7VVP9|A      |CUSTOMER|Manual Transaction Data Detail Navigation: Delta            |
|  E    |ZPAK_49EL6AC1NYUV733IQZQX1Q531|A      |CUSTOMER|GAR HISTORY FF LOAD                                         |
|  E    |ZPAK_49ETFKH1P0KI576J1BM5T8OXP|A      |CUSTOMER|Manual Delta Package for GCG Updates from ODS ZO00060       |
|  E    |ZPAK_49EYZWGTAMI7P8C7Z5A1JD1QR|A      |CUSTOMER|Manual Delta 0CUSTOMER_ATTR                                 |
|  E    |ZPAK_49F8S571X42OBQWVTNI8Z2G43|A      |CUSTOMER|Maestro Delta Package for GCG Updates from ODS ZO00060      |
|  E    |ZPAK_49F9TQDTQ5ZS488GVTI6B3OCZ|A      |CUSTOMER|Maestro Load GCG Hyperion P&L                               |
|  E    |ZPAK_49F9TRG8CZ0BPCXPOZTVPDHXV|A      |CUSTOMER|Maestro Load GCG SAP Creo P&L                               |
|  E    |ZPAK_49F9ZV9DWZGYN4WB6EG3JVFV7|A      |CUSTOMER|Manual Delta Update In Transit SCN-1                        |
|  E    |ZPAK_49FCHE8V0CDB9FAXIFKPDAMGT|A      |CUSTOMER|Maestro Hyperion Profit Center File Load                    |
|  E    |ZPAK_49FD40H7N1WVVJQLVCQ814QPP|A      |CUSTOMER|Maestro Load Hyperion Balance Calculations                  |
|  E    |ZPAK_49NWQPCZ875BCOTOBEXYQMK2B|A      |CUSTOMER|Maestro Delta for 8ZC00069 to ZC00066 and ZO00078           |
|  E    |ZPAK_49OH94TGQHJTKMNZ2F00ZQOFX|A      |CUSTOMER|Maestro ALE Demantra Cluster Text Selective (ZDMCLSTR)      |
|  E    |ZPAK_49OH9AKUYFTYJJ93FYR8J7PRX|A      |CUSTOMER|Maestro ALE Demantra Region Text Selective (ZDMREGN)        |
|  E    |ZPAK_49OH9D519Z2GR1QHDZJBVVAD9|A      |CUSTOMER|Maestro ALE Demantra Sub-Region Text Selective (ZDMSRGN)    |
|  E    |ZPAK_49OTOGH9VX05BW2LNU1PBK103|A      |CUSTOMER|Manual ALE Demantra Cluster Text Selective (ZDMCLSTR)       |
|  E    |ZPAK_49OTOLLMIZH5QX1DJVLW0V66R|A      |CUSTOMER|Manual ALE Demantra Region Text Selective (ZDMREGN)         |
|  E    |ZPAK_49OTOQIAN3CGNBGPA33QG4CNN|A      |CUSTOMER|Manual ALE Demantra Sub-Region Text Selective (ZDMSRGN)     |
|  E    |ZPAK_49OZUG36WYN62CNOF441WT4PF|A      |CUSTOMER|Manual Report/Report Interface InfoCube - Texts             |
|  E    |ZPAK_49P8F8UH4Z8NPVF7QTVVQIRDF|A      |CUSTOMER|Manual Query and Query Elements - Texts                     |
|  E    |ZPAK_49PM2NGO0GRX760O5340WAPSJ|A      |CUSTOMER|Manual  ALE Document Type Text                              |
|  E    |ZPAK_49Q1G7PU64E7C7HY9TIG84COT|A      |CUSTOMER|Manual SAP P20 0CURTYPE Text                                |
|  E    |ZPAK_49RR4AG1FEH2CBZXYK2EEF8ZH|A      |CUSTOMER|Manual InfoSource - Texts                                   |
|  E    |ZPAK_4A01OS6F970N67RG5EZVA2CCS|A      |CUSTOMER|Manual from SNP 9AMALO ZO00058 (CurMonth/Wk) Selective      |
|  E    |ZPAK_4A01PXKLZPU3SUETO826DK64S|A      |CUSTOMER|Manual from SNP 9AMALA ZO00059 (CurMonth/Wk) Selective      |
|  E    |ZPAK_4A0KJM6X4CIZEV0VYRWC6J0VX|A      |CUSTOMER|Manual Delta Update 8ZC00097 into ZO00078                   |
|  E    |ZPAK_4A0KJPTI2OS17I7IPZ04XGF25|A      |CUSTOMER|Maestro Delta Update 8ZC00097 into ZO00078                  |
|  E    |ZPAK_4A0L0BOFG9A6P9V9Q3I8AEP8D|A      |CUSTOMER|Manual Delta Init 8ZC00097 to ZO00078                       |
|  E    |ZPAK_4A3CRMTU4F6V98MMH40QU0BP9|A      |CUSTOMER|Manual WHM Transaction Data - Delta                         |
|  E    |ZPAK_4A3T3VNU2Z5J7M2XYHMRZRUAB|A      |CUSTOMER|Manual  REPAIR for 8ZC00081 to ZC00066                      |
|  E    |ZPAK_4A66CKECH4CVIQRH1OH4LX91O|A      |CUSTOMER|Manual Delta Package for Update by ZVBPA                    |
|  E    |ZPAK_4A68FDVHC34KCF43QQZCJZPXV|A      |CUSTOMER|Manual Transaction Data OLAP - Delta                        |
|  E    |ZPAK_4A79FQ8I5HQXHSD18DAKVHB1J|A      |CUSTOMER|Delta Init w/o Data SD: Order Condition Data (2LIS_11_VAKON)|
|  E    |ZPAK_4A79GTA6JE3N6D86W76ZZGS2V|A      |CUSTOMER|Manual ALE Delta SD: Order Condition Data (2LIS_11_VAKON)   |
|  E    |ZPAK_4A9WUHWRB5O5F884LZRWH1KXP|A      |CUSTOMER|Manual Delta Load  ZCUSTSLS & 0CUST_SALES from 0CUST_SALES  |
|  E    |ZPAK_4AA1CDBUQ67G24KGGZP3FGZ7H|A      |CUSTOMER|Manual Full 0CUSTOMER_ATTR_Repair                           |
|  E    |ZPAK_4AAQNY2P1MJVD0PEK1J52VR53|A      |CUSTOMER|Full Package for Update by ODS 0SD_O05                      |
|  E    |ZPAK_4AAQNYI23JRAE9SAVPNTMZOKN|A      |CUSTOMER|Init. Package for Update by ODS 0SD_O05                     |
|  E    |ZPAK_4ABLAHWDPTCKFO1VGWYQ66YAV|A      |CUSTOMER|Maestro from SNP 9AMALO ZO00058 (CurMonth/Wk) Selective     |
|  E    |ZPAK_4ACNB058BNESPZH6IWKBDUY3R|A      |CUSTOMER|Delta Package for Update by ODS 0SD_O05                     |
|  E    |ZPAK_4AH7D5MIKE1AWG7VEUMR8ETKT|A      |CUSTOMER|Manual Load for DW04127SURVEY to ZO00072                    |
|  E    |ZPAK_4AH7FGU7Z97QOMWYMJZS5OWU5|A      |CUSTOMER|Maestro Delta Package for Update by ODS ZO00072             |
|  E    |ZPAK_4AH83G4IEIJH95ER2LBAUJ0VX|A      |CUSTOMER|Maestro Delta Update from Inventory Movements Cube 8ZC00026 |
|  E    |ZPAK_4AH8MEWLP2COCY0PEGTV1DA2L|A      |CUSTOMER|Maestro Load for DW04127SURVEY to ZO00072                   |
|  E    |ZPAK_4AH8R73EQQZOW8007FB4FEHX9|A      |CUSTOMER|Full Package for Update by ODS ZO00072                      |
|  E    |ZPAK_4AH8R7IRSO73XH2WJ3FSZIFCT|A      |CUSTOMER|Init. Package for Update by ODS ZO00072                     |
|  E    |ZPAK_4AH9DT3KRVF8N5WIK4OYBUA0T|A      |CUSTOMER|Manual Delta Update from Inventory Movements Cube 8ZC00026  |
|  E    |ZPAK_4AH9I0ZUF40TFDV0EYZH360WK|A      |CUSTOMER|Manual Delta load  0CUST_SALES & ZCUSTSLS from 0CUST_COMPC  |
|  E    |ZPAK_4AHAQ3UG6HJYZ3J7F1BXW7SQL|A      |CUSTOMER|Maestro Delta Update to ZC00119 from  ODS ZO00072           |
|  E    |ZPAK_4AIJO3G30LR6NQSYM4TPBB8ZH|A      |CUSTOMER|Delta Init from Inventory Movements Cube 8ZC00026           |
|  E    |ZPAK_4AOCNGSDOAMPUMAP2ASYH01ML|A      |CUSTOMER|Poland+Turkey History loads                                 |
|  E    |ZPAK_4AQ04ZQ7SRR545CGC2BBASF10|A      |CUSTOMER|Manual SAP KPA Text                                         |
|  E    |ZPAK_4AV4CO83S69R839LBMKBCD7V8|A      |CUSTOMER|Manual Delta Package for Update by ODS ZO00072              |
|  E    |ZPAK_4B384NSTPLQEAC80PEKK9K26K|A      |CUSTOMER|Temp Manual Profit Center Attributes                        |
|  E    |ZPAK_4B385VR67LYEVBII3FYTSSPOS|A      |CUSTOMER|Temp Profit Center Texts Load                               |
|  E    |ZPAK_4B4MY4IJL6KOL9CWUXNYEYDZ1|A      |CUSTOMER|MANUAL - ALE Delta VAITM upto PSA for P1614                 |
|  E    |ZPAK_4B4Q504N0O3I2BCSCT0S3X9H9|A      |CUSTOMER|MANUAL - ALE Delta VDITM upto PSA for P1614                 |
|  E    |ZPAK_4B4Q5SPXLGWHE7QY2PQHJ8HFH|A      |CUSTOMER|MANUAL - ALE Delta V_SSL upto PSA for P1614                 |
|  E    |ZPAK_4B5KK0XNXQ2ZEUV3RPEOPZV2R|A      |CUSTOMER|Full Package for Update by ODS 0SD_O02                      |
|  E    |ZPAK_4B5KK1D0ZNAEG3Y03DJDA3SIB|A      |CUSTOMER|Init. Package for Update by ODS 0SD_O02                     |
|  E    |ZPAK_4B5KK1SE1KHTHD0WF1O1U7PXV|A      |CUSTOMER|Delta Package for Update by ODS 0SD_O02                     |
|  E    |ZPAK_4BCM2RTSBCD0ESLFP6XNYMKUR|A      |CUSTOMER|Maestro ALE Delta (2LIS_11_VAKON)                           |
|  E    |ZPAK_4BCN843844BVUQ00WYT65KAVN|A      |CUSTOMER|Manual Init W/O Data Transfer                               |
|  E    |ZPAK_4BDXOURRXDPX5R7IHU7W3BUBH|A      |CUSTOMER|Korea Legacy History loads                                  |
|  E    |ZPAK_4BERF5DFYGYDNQXEWQODTPJR1|A      |CUSTOMER|Manual Full Load ZO00076 Target Costs                       |
|  E    |ZPAK_4BEU9M3PJM0EC2QT2MX690YT9|A      |CUSTOMER|Maestro Delta for 8ZC00077 to ZC00078                       |
|  E    |ZPAK_4BEW6FUBCSIV5RBG31KQK5NB1|A      |CUSTOMER|Maestro Delta Update for ZO00077 to Data Targets            |
|  E    |ZPAK_4BF28KYWMV27XVG3O9D83J7ST|A      |CUSTOMER|Maestro Delta for Update by OSD 0SD_O05                     |
|  E    |ZPAK_4BF5GFTE3UH783W4TPD80J21F|A      |CUSTOMER|Maestro Delta 8ZC00096 into ZO00076                         |
|  E    |ZPAK_4BF84PFEH2UXQD7UTI9QQGETV|A      |CUSTOMER|Manual Delta 8ZC00096 into ZO00076                          |
|  E    |ZPAK_4BF84SUAWGIA0DV1EVB77BUAB|A      |CUSTOMER|Manual Full Update 8ZC00096 into ZO00076                    |
|  E    |ZPAK_4BFAKB1PVZEB212Y64QLH8ENX|A      |CUSTOMER|Maestro Delta Package for Update by ZVBPA                   |
|  E    |ZPAK_4BGH2L3KZB0T4ZHLDWXTJPIKD|A      |CUSTOMER|Maestro Full load repair of ZO00080 from SD_O01             |
|  E    |ZPAK_4BGHE31AS0VWVNKJU33JDKBP9|A      |CUSTOMER|Full load repair into ODS ZO00080                           |
|  E    |ZPAK_4BLBCHQA0S03PTD7M34V06IVG|A      |CUSTOMER|Full Load Repair SD: Order Condition (2LIS_11_VAKON)        |
|  E    |ZPAK_4BLCITH3SJBH7PFG8QZYCNIFN|A      |CUSTOMER|full load repair to address missing orders                  |
|  E    |ZPAK_4BO6W48V3YQDDGEYXOUC4KM65|A      |CUSTOMER|Manual Delta Load Profit Center Actual Line Items-new       |
|  E    |ZPAK_4BODJRT7792E6Z03B3Y6DYX4T|A      |CUSTOMER|Manual ALE APO DP Product Attr (ZDPMATNR)                   |
|  E    |ZPAK_4BODKCXNCERKEYHJCSDY1DE0T|A      |CUSTOMER|Manual ALE APO DP Product Text (ZDPMATNR)                   |
|  E    |ZPAK_4BODR0JQTTYKG36PDNEZONC59|A      |CUSTOMER|Manual ALE DP LC BKUP ZPLADP01 (KS00173) Forecast Selective |
|  E    |ZPAK_4BPG4UGOCC9JZJMGH4ZRNP0E5|A      |CUSTOMER|Maestro ALE APO DP Product Text (ZDPMATNR)                  |
|  E    |ZPAK_4BPGOQJO179YMLSJ6FOR59X6L|A      |CUSTOMER|Maestro ALE APO DP Product Attr (ZDPMATNR)                  |
|  E    |ZPAK_4BPH7XNW90ZSBRBVW3M1E5VLP|A      |CUSTOMER|Manual - Cluster Hierarchy Load                             |
|  E    |ZPAK_4BPMEUDGCOS1PHVSWCZHJ2FBN|A      |CUSTOMER|Maestro ALE DP LC BKUP ZPLADP01 (KS00173) Forecast Selective|
|  E    |ZPAK_4BQGE0KL0YMCXVRFJ3BT2N5FH|A      |CUSTOMER|Special Reload for 10/1 - 10/4 for 8ZC00095 to ZC00066      |
|  E    |ZPAK_4BSCA780MQELWNN6HW5A0NXG3|A      |CUSTOMER|Full Package for Update by ODS ZO00077                      |
|  E    |ZPAK_4BSCA7NDONM0XWQ2TK9YKRUVN|A      |CUSTOMER|Init. Package for Update by ODS ZO00077                     |
|  E    |ZPAK_4C0X8MNQCRX42CJYPVQUW2UYL|A      |CUSTOMER|Maestro FF Company Code Attr for FI Close (0COMP_CODE)      |
|  E    |ZPAK_4C1TH3N2EI1DDGSHKHRQLATK7|A      |CUSTOMER|Test Load of Inventory Updates                              |
|  E    |ZPAK_4C4FZ7R1BBYHCM4BNZRIE6N7W|A      |CUSTOMER|Manual Load Customer Ownership (ZCUSTSLS)                   |
|  E    |ZPAK_4C7CHFIIYFH5GL741U1A6B95F|A      |CUSTOMER|Manual Load for CA01EKTOT 2009                              |
|  E    |ZPAK_4C8WKFFE2SEUBT56BWV4OBGNN|A      |CUSTOMER|Full Package (repair) for Update by ODS ZO00077             |
